ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13182,227.0,140.0,Dai,7.0,14,Beta-Delta,-17.0,60.0
I,13184,178.0,260.0,Fho,16.0,7,Beta,-12.0,11.0
I,13186,170.0,450.0,Eko,11.0,10,Beta-Gamma-Delta,25.0,3.0
I,13188,146.0,30.0,Dri,5.0,8,Beta,-24.0,-21.0
I,13190,122.0,520.0,Eko,11.0,11,Beta,-12.0,-45.0
I,13191,127.0,170.0,Dac,9.0,11,Beta-Gamma,12.0,-40.0
I,13192,118.0,210.0,Dac,10.0,13,Beta-Gamma,19.0,-49.0
I,13193,198.0,20.0,Cro,4.0,6,Beta,-22.0,31.0
I,13194,130.0,20.0,Cro,4.0,7,Beta,-22.0,-37.0
IA,13185,250.0,,,,,,19.0,83.0
IA,13187,219.0,,,,,,16.0,52.0
IA,13189,226.0,,,,,,23.0,59.0
