ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13320,129.0,10.0,Hrx,1.0,1,Alpha,10.0,62.0
I,13321,120.0,170.0,Cso,5.0,2,Beta,-15.0,53.0
I,13323,102.0,150.0,Eai,13.0,19,Beta-Gamma,-8.0,35.0
I,13326,70.0,60.0,Hsx,2.0,1,Alpha,25.0,3.0
I,13327,52.0,270.0,Ekc,12.0,26,Beta-Gamma-Delta,-16.0,-15.0
I,13329,52.0,120.0,Dao,6.0,5,Beta,23.0,-14.0
I,13330,69.0,10.0,Axx,1.0,1,Alpha,18.0,4.0
I,13331,18.0,170.0,Dso,10.0,3,Beta,-22.0,-48.0
I,13332,8.0,20.0,Hsx,1.0,1,Alpha,-8.0,-59.0
IA,13325,152.0,,,,,,11.0,84.0
IA,13328,113.0,,,,,,11.0,45.0
