ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13335,289.0,200.0,Hax,2.0,1,Alpha,-15.0,87.0
I,13337,263.0,30.0,Hax,3.0,3,Alpha,21.0,61.0
I,13338,266.0,20.0,Cro,2.0,3,Beta,11.0,64.0
I,13339,239.0,90.0,Cso,4.0,6,Beta,-20.0,37.0
I,13340,233.0,300.0,Ekc,11.0,18,Beta-Delta,23.0,31.0
I,13341,207.0,130.0,Cao,4.0,5,Beta,-16.0,5.0
I,13345,211.0,10.0,Hrx,1.0,1,Alpha,9.0,9.0
I,13346,235.0,10.0,Bxo,4.0,2,Beta,8.0,33.0
I,13347,252.0,10.0,Axx,1.0,2,Alpha,-18.0,50.0
I,13349,191.0,10.0,Bxo,6.0,2,Beta,8.0,-11.0
I,13351,170.0,20.0,Hrx,2.0,3,Alpha,22.0,-32.0
I,13352,275.0,10.0,Bxo,5.0,3,Beta,9.0,73.0
I,13353,228.0,10.0,Axx,1.0,1,Alpha,-18.0,26.0
IA,13334,284.0,,,,,,17.0,82.0
IA,13336,288.0,,,,,,-19.0,86.0
IA,13343,286.0,,,,,,16.0,84.0
IA,13348,182.0,,,,,,-31.0,-20.0
IA,13350,191.0,,,,,,-11.0,-11.0
