ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13359,72.0,10.0,Bxo,3.0,3,Beta,-21.0,68.0
I,13360,64.0,30.0,Dro,4.0,7,Beta,23.0,60.0
I,13361,44.0,270.0,Ehc,11.0,12,Beta-Gamma-Delta,24.0,38.0
I,13362,10.0,40.0,Hsx,2.0,2,Alpha,-9.0,6.0
I,13363,347.0,500.0,Cko,7.0,7,Beta,-21.0,-17.0
I,13364,3.0,10.0,Axx,1.0,1,Alpha,24.0,-1.0
I,13366,56.0,130.0,Dso,10.0,6,Beta,-10.0,52.0
I,13367,17.0,120.0,Dsi,7.0,13,Beta-Gamma,10.0,13.0
I,13368,51.0,100.0,Dao,8.0,9,Beta,-19.0,47.0
I,13369,41.0,50.0,Cso,5.0,7,Beta,-18.0,37.0
I,13370,303.0,30.0,Dso,7.0,4,Beta,-15.0,-61.0
IA,13358,68.0,,,,,,-13.0,64.0
IA,13365,67.0,,,,,,-36.0,63.0
