ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13153,327.0,670.0,Fho,16.0,5,Beta,-17.0,72.0
I,13156,321.0,150.0,Dso,7.0,8,Beta,28.0,66.0
I,13157,305.0,210.0,Csi,14.0,11,Beta,16.0,50.0
I,13160,258.0,80.0,Hsx,2.0,1,Alpha,22.0,3.0
I,13162,239.0,80.0,Hsx,2.0,1,Alpha,-13.0,-16.0
I,13163,216.0,160.0,Eso,12.0,8,Beta,-20.0,-39.0
I,13164,300.0,20.0,Dro,5.0,5,Beta,-20.0,47.0
I,13165,278.0,30.0,Dro,5.0,10,Beta,-20.0,23.0
I,13166,223.0,10.0,Bxo,5.0,3,Beta,-8.0,-32.0
IA,13159,272.0,,,,,,29.0,17.0
IA,13161,313.0,,,,,,26.0,58.0
