ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13010,129.0,10.0,Bxo,6.0,3,Beta,-17.0,72.0
I,13011,131.0,20.0,Cro,3.0,3,Beta,16.0,74.0
I,13014,107.0,800.0,Ekc,13.0,18,Beta-Delta,22.0,50.0
I,13016,77.0,10.0,Bxo,7.0,4,Beta,-17.0,20.0
I,13017,85.0,130.0,Dai,10.0,13,Beta-Gamma,13.0,28.0
I,13019,40.0,10.0,Bxo,4.0,4,Beta,12.0,-17.0
I,13020,13.0,40.0,Hsx,1.0,1,Alpha,-21.0,-44.0
I,13021,3.0,30.0,Dro,6.0,6,Beta,14.0,-54.0
IA,13015,110.0,,,,,,14.0,53.0
IA,13018,87.0,,,,,,-11.0,30.0
