ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13007,184.0,170.0,Esi,13.0,18,Beta,-23.0,48.0
I,13010,126.0,60.0,Cso,15.0,19,Beta,-15.0,-10.0
I,13011,128.0,0.0,Axx,0.0,1,Alpha,18.0,-8.0
I,13014,105.0,220.0,Dac,10.0,18,Beta-Gamma,22.0,-31.0
I,13015,108.0,90.0,Hsx,5.0,5,Alpha,13.0,-28.0
I,13016,74.0,100.0,Dso,9.0,3,Beta,-18.0,-62.0
I,13017,84.0,20.0,Cro,6.0,4,Beta,14.0,-52.0
I,13018,82.0,20.0,Cro,3.0,5,Beta,-12.0,-54.0
IA,13008,183.0,,,,,,16.0,47.0
IA,13012,189.0,,,,,,-19.0,53.0
IA,13013,147.0,,,,,,-27.0,11.0
