ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13014,104.0,270.0,Dkc,8.0,6,Beta-Delta,22.0,87.0
I,13017,88.0,110.0,Dso,8.0,4,Beta,12.0,71.0
I,13019,39.0,0.0,Axx,1.0,1,Alpha,14.0,22.0
I,13020,12.0,20.0,Hsx,1.0,1,Alpha,-21.0,-5.0
I,13021,3.0,10.0,Bxo,2.0,2,Beta,12.0,-14.0
I,13023,327.0,180.0,Hax,3.0,2,Alpha,-14.0,-50.0
I,13024,323.0,80.0,Hsx,2.0,1,Alpha,-33.0,-54.0
IA,13016,78.0,,,,,,-19.0,61.0
IA,13018,89.0,,,,,,-11.0,72.0
IA,13022,348.0,,,,,,-8.0,-29.0
