ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13046,198.0,10.0,Hrx,0.0,1,Alpha,16.0,70.0
I,13051,190.0,10.0,Axx,1.0,2,Alpha,26.0,62.0
I,13052,156.0,10.0,Hrx,2.0,1,Alpha,14.0,28.0
I,13053,134.0,410.0,Eki,14.0,24,Beta,16.0,6.0
I,13055,122.0,960.0,Ekc,12.0,25,Beta,-16.0,-5.0
I,13056,74.0,200.0,Cao,8.0,9,Beta,-17.0,-54.0
I,13057,59.0,220.0,Dso,3.0,2,Beta,17.0,-68.0
IA,13048,218.0,,,,,,-9.0,87.0
IA,13049,191.0,,,,,,-12.0,63.0
IA,13050,196.0,,,,,,18.0,68.0
