ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13046,197.0,30.0,Hrx,2.0,2,Alpha,18.0,56.0
I,13051,191.0,60.0,Cro,4.0,5,Beta,28.0,50.0
I,13052,156.0,20.0,Hax,1.0,1,Alpha,15.0,15.0
I,13053,134.0,420.0,Eki,14.0,18,Beta,15.0,-7.0
I,13055,121.0,630.0,Ekc,12.0,22,Beta,-17.0,-20.0
I,13056,76.0,60.0,Cro,4.0,5,Beta,-15.0,-65.0
IA,13048,218.0,,,,,,-13.0,76.0
IA,13049,191.0,,,,,,-12.0,49.0
IA,13050,196.0,,,,,,18.0,54.0
IA,13054,224.0,,,,,,21.0,82.0
