ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13045,241.0,1.0,Axx,6.0,4,Alpha,-20.0,33.0
I,13046,199.0,70.0,Hsx,2.0,1,Alpha,18.0,-9.0
I,13047,243.0,10.0,Bxo,7.0,6,Beta,-20.0,35.0
I,13049,187.0,10.0,Axx,1.0,1,Alpha,-12.0,-21.0
I,13051,195.0,30.0,Cro,5.0,3,Beta,27.0,-13.0
I,13052,151.0,30.0,Cro,4.0,6,Beta,15.0,-56.0
I,13053,136.0,180.0,Hsx,2.0,1,Alpha,14.0,-72.0
IA,13043,279.0,,,,,,-15.0,71.0
IA,13044,291.0,,,,,,-21.0,83.0
IA,13048,214.0,,,,,,-8.0,6.0
IA,13050,192.0,,,,,,18.0,-16.0
