ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13046,199.0,240.0,Hsx,2.0,2,Alpha,16.0,5.0
I,13047,240.0,30.0,Dso,6.0,5,Beta,-20.0,45.0
I,13048,213.0,10.0,Axx,0.0,1,Alpha,-13.0,20.0
I,13051,194.0,30.0,Cro,6.0,4,Beta,27.0,0.0
I,13052,153.0,30.0,Cro,5.0,9,Beta,15.0,-40.0
I,13053,134.0,240.0,Dso,8.0,5,Beta,15.0,-59.0
I,13054,221.0,10.0,Cso,2.0,2,Beta,21.0,27.0
IA,13043,279.0,,,,,,-15.0,85.0
IA,13045,241.0,,,,,,-20.0,47.0
IA,13049,187.0,,,,,,-12.0,-7.0
IA,13050,192.0,,,,,,18.0,-2.0
