ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13010,130.0,0.0,Bxo,6.0,3,Beta,-17.0,86.0
I,13011,132.0,10.0,Cro,3.0,3,Beta,18.0,88.0
I,13014,106.0,720.0,Dkc,10.0,16,Beta-Delta,22.0,62.0
I,13016,77.0,10.0,Axx,1.0,1,Alpha,-18.0,33.0
I,13017,86.0,120.0,Eso,12.0,9,Beta,13.0,42.0
I,13019,39.0,10.0,Axx,3.0,4,Alpha,14.0,-5.0
I,13020,13.0,30.0,Hsx,1.0,1,Alpha,-21.0,-31.0
I,13021,4.0,10.0,Bxo,5.0,5,Beta,13.0,-40.0
I,13022,347.0,10.0,Bxo,3.0,5,Beta,-8.0,-57.0
IA,13015,111.0,,,,,,11.0,67.0
IA,13018,88.0,,,,,,-11.0,44.0
