ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13007,185.0,110.0,Hsx,5.0,4,Alpha,-22.0,75.0
I,13010,128.0,50.0,Cso,11.0,16,Beta,-16.0,18.0
I,13014,106.0,1100.0,Ekc,11.0,30,Beta-Gamma-Delta,22.0,-4.0
I,13015,109.0,50.0,Hsx,4.0,5,Alpha,14.0,-1.0
I,13016,75.0,140.0,Eao,11.0,4,Beta,-19.0,-35.0
I,13017,83.0,30.0,Cro,10.0,9,Beta,13.0,-27.0
I,13018,84.0,0.0,Axx,1.0,3,Alpha,-11.0,-26.0
I,13019,41.0,20.0,Cro,4.0,3,Beta,11.0,-69.0
IA,13008,185.0,,,,,,16.0,75.0
IA,13011,130.0,,,,,,14.0,20.0
IA,13012,191.0,,,,,,-19.0,81.0
IA,13013,149.0,,,,,,-27.0,39.0
