ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13007,184.0,320.0,Ekc,14.0,36,Beta,-23.0,35.0
I,13010,125.0,100.0,Cso,14.0,23,Beta,-16.0,-24.0
I,13011,124.0,10.0,Bxo,5.0,3,Beta,16.0,-25.0
I,13013,146.0,0.0,Axx,3.0,2,Alpha,-27.0,-3.0
I,13014,105.0,140.0,Dac,10.0,13,Beta-Delta,22.0,-44.0
I,13015,107.0,110.0,Hsx,5.0,7,Alpha,13.0,-42.0
I,13016,76.0,100.0,Hsx,2.0,3,Alpha,-18.0,-73.0
I,13017,84.0,20.0,Cro,6.0,6,Beta-Gamma,14.0,-66.0
IA,13006,235.0,,,,,,-31.0,86.0
IA,13008,182.0,,,,,,16.0,33.0
IA,13009,237.0,,,,,,14.0,88.0
IA,13012,188.0,,,,,,-19.0,39.0
