ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13294,127.0,100.0,Hsx,2.0,1.0,Alpha,-8.0,-73.0
I,13296,133.0,30.0,Cso,3.0,5.0,Beta,15.0,-64.0
I,13297,124.0,180.0,Hax,3.0,1.0,Alpha,8.0,-76.0
