ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13387,73.0,60.0,Hax,3.0,2.0,Alpha,20.0,-66.0
I,13388,77.0,30.0,Cso,4.0,3.0,Beta,-23.0,-62.0
I,13389,67.0,20.0,Hsx,2.0,1.0,Alpha,-9.0,-72.0
