ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13301,37.0,120.0,Hsx,1.0,2.0,Alpha,11.0,-67.0
I,13302,32.0,60.0,Hsx,1.0,1.0,Alpha,18.0,-72.0
