ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13275,65.0,40.0,Hsx,4.0,1.0,Alpha,21.0,-61.0
I,13276,52.0,20.0,Dao,5.0,3.0,Beta,-22.0,-75.0
