Mitad_semana,Filas_unicas,strength,date
2022-00,0.0,2022-01,469.6666666666667
2022-00.5,0.0,2022-01.5,468.12
2022-01,0.0,2022-02,67.0
2022-01.5,0.0,2022-02.5,855.9655172413793
2022-02,1.0,2022-03,1023.2222222222222
2022-02.5,0.0,2022-03.5,490.6666666666667
2022-03,0.0,2022-05,357.2857142857143
2022-03.5,1.0,2022-05.5,667.7857142857143
2022-04,0.0,2022-06.5,527.125
2022-04.5,1.0,2022-07.5,805.0
2022-05,3.0,2022-08,2644.1304347826085
2022-05.5,2.0,2022-08.5,863.4358974358975
2022-06,0.0,2022-09,2271.285714285714
2022-06.5,1.0,2022-09.5,1512.3333333333333
2022-07,0.0,2022-10,340.42857142857144
2022-07.5,1.0,2022-10.5,427.26666666666665
2022-08,2.0,2022-11.5,438.0
2022-08.5,0.0,2022-12,439.9565217391304
2022-09,0.0,2022-12.5,1049.7142857142858
2022-09.5,1.0,2022-13,1228.3181818181818
2022-10,1.0,2022-13.5,1407.142857142857
2022-10.5,0.0,2022-14,1011.44
2022-11,0.0,2022-15,732.3636363636364
2022-11.5,0.0,2022-15.5,1310.5
2022-12,1.0,2022-16,2422.4137931034484
2022-12.5,2.0,2022-16.5,815.9615384615385
2022-13,2.0,2022-17,790.0
2022-13.5,0.0,2022-17.5,305.5
2022-14,1.0,2022-18,1050.8857142857144
2022-14.5,0.0,2022-18.5,582.7272727272727
2022-15,1.0,2022-19,467.0
2022-15.5,1.0,2022-19.5,4241.318181818182
2022-16,5.0,2022-20,501.53333333333336
2022-16.5,1.0,2022-20.5,487.2142857142857
2022-17,3.0,2022-21,969.3478260869564
2022-17.5,0.0,2022-21.5,597.0769230769231
2022-18,0.0,2022-22,1145.103448275862
2022-18.5,1.0,2022-22.5,999.53125
2022-19,1.0,2022-23,1181.3333333333333
2022-19.5,3.0,2022-23.5,3169.583333333333
2022-20,3.0,2022-24,1071.590909090909
2022-20.5,1.0,2022-24.5,184.75
2022-21,1.0,2022-25,532.8
2022-21.5,2.0,2022-25.5,404.45454545454544
2022-22,0.0,2022-26,855.6666666666666
2022-22.5,0.0,2022-26.5,758.0
2022-23,0.0,2022-27,1777.409090909091
2022-23.5,1.0,2022-28,1021.5714285714286
2022-24,3.0,2022-28.5,165.66666666666666
2022-24.5,0.0,2022-29,895.35
2022-25,1.0,2022-29.5,157.0
2022-25.5,0.0,2022-30,479.40625
2022-26,0.0,2022-30.5,884.2142857142857
2022-26.5,1.0,2022-31,1040.3947368421052
2022-27,1.0,2022-31.5,1207.21875
2022-27.5,0.0,2022-32,572.9166666666666
2022-28,2.0,2022-33,572.0
2022-28.5,2.0,2022-35,767.85
2022-29,1.0,2022-35.5,721.3157894736842
2022-29.5,0.0,2022-36,2030.36
2022-30,1.0,2022-36.5,319.8
2022-30.5,0.0,2022-37,2439.259259259259
2022-31,0.0,2022-38,2189.0
2022-31.5,1.0,2022-38.5,358.0833333333333
2022-32,2.0,2022-39,1436.2727272727273
2022-32.5,0.0,2022-39.5,3194.0
2022-33,0.0,2022-40,1055.5
2022-33.5,0.0,2022-40.5,265.4
2022-34,1.0,2022-41,1286.5384615384614
2022-34.5,0.0,2022-41.5,664.0571428571428
2022-35,0.0,2022-42,1742.121212121212
2022-35.5,2.0,2022-42.5,933.0526315789474
2022-36,2.0,2022-43,597.0
2022-36.5,0.0,2022-43.5,3022.1153846153848
2022-37,0.0,2022-44,2252.3846153846152
2022-37.5,0.0,2022-44.5,1469.0
2022-38,2.0,2022-45,966.578947368421
2022-38.5,1.0,2022-45.5,465.5882352941176
2022-39,1.0,2022-46,740.195652173913
2022-39.5,1.0,2022-46.5,600.6428571428571
2022-40,1.0,2022-47,520.5263157894736
2022-40.5,0.0,2022-47.5,1379.125
2022-41,0.0,2022-48,2391.6666666666665
2022-41.5,0.0,2022-48.5,2080.740740740741
2022-42,0.0,2022-49,1073.483870967742
2022-42.5,0.0,2022-49.5,534.0
2022-43,2.0,2022-50,604.1458333333334
2022-43.5,1.0,2022-50.5,3501.470588235294
2022-44,1.0,2022-51,774.375
2022-44.5,2.0,2022-51.5,1130.375
2022-45,1.0,2022-52,2370.204081632653
2022-45.5,0.0,2022-52.5,1778.4
2022-46,0.0,2023-01,2851.185185185185
2022-46.5,2.0,2023-01.5,1231.0
2022-47,0.0,2023-02,559.0
2022-47.5,0.0,,
2022-48,0.0,,
2022-48.5,2.0,,
2022-49,4.0,,
2022-49.5,0.0,,
2022-50,1.0,,
2022-50.5,1.0,,
2022-51,5.0,,
2022-51.5,3.0,,
2022-52,1.0,,
2022-52.5,1.0,,
