Mitad_semana,Filas_unicas,strength,date
2014-00,2.0,2014-00,1118.2
2014-00.5,2.0,2014-00.5,488.3333333333333
2014-01,1.0,2014-01,812.875
2014-01.5,1.0,2014-01.5,1985.3333333333333
2014-02,1.0,2014-02,1093.625
2014-02.5,1.0,2014-02.5,520.2222222222222
2014-03,4.0,2014-03,1754.4117647058824
2014-03.5,0.0,2014-03.5,3471.5
2014-04,4.0,2014-04,2086.5
2014-04.5,0.0,2014-04.5,530.0
2014-05,0.0,2014-05,459.6875
2014-05.5,3.0,2014-05.5,358.6428571428572
2014-06,4.0,2014-06,301.40909090909093
2014-06.5,0.0,2014-06.5,953.6111111111112
2014-07,1.0,2014-07,1246.125
2014-07.5,1.0,2014-07.5,885.2666666666667
2014-08,4.0,2014-08,1006.6666666666666
2014-08.5,1.0,2014-08.5,985.8
2014-09,0.0,2014-09,1263.25
2014-09.5,1.0,2014-09.5,797.0
2014-10,2.0,2014-10,746.68
2014-10.5,1.0,2014-10.5,556.2
2014-11,4.0,2014-11,677.25
2014-11.5,1.0,2014-11.5,642.7727272727273
2014-12,0.0,2014-12,486.2903225806452
2014-12.5,1.0,2014-12.5,615.6315789473684
2014-13,4.0,2014-13,557.0
2014-13.5,0.0,2014-13.5,528.5882352941177
2014-14,1.0,2014-14,994.3333333333334
2014-14.5,3.0,2014-14.5,827.0833333333334
2014-15,1.0,2014-15,539.6
2014-15.5,1.0,2014-15.5,319.06666666666666
2014-16,2.0,2014-16,292.6666666666667
2014-16.5,0.0,2014-17,1042.2
2014-17,2.0,2014-17.5,2017.5833333333333
2014-17.5,0.0,2014-18,1400.25
2014-18,3.0,2014-18.5,932.5
2014-18.5,2.0,2014-19,737.1739130434783
2014-19,1.0,2014-19.5,1010.7272727272727
2014-19.5,1.0,2014-20,498.1071428571428
2014-20,2.0,2014-20.5,123.8
2014-20.5,2.0,2014-21,2973.0
2014-21,1.0,2014-21.5,2365.0
2014-21.5,1.0,2014-22,728.55
2014-22,1.0,2014-22.5,1806.5
2014-22.5,0.0,2014-23,1269.875
2014-23,1.0,2014-23.5,776.0
2014-23.5,1.0,2014-24,762.1428571428571
2014-24,2.0,2014-24.5,1884.8823529411768
2014-24.5,0.0,2014-25,4509.0
2014-25,3.0,2014-25.5,2780.4666666666667
2014-25.5,0.0,2014-26,1030.6666666666667
2014-26,6.0,2014-26.5,1193.5238095238096
2014-26.5,3.0,2014-27,1217.3684210526317
2014-27,3.0,2014-27.5,1183.5
2014-27.5,0.0,2014-28,840.5833333333334
2014-28,0.0,2014-28.5,1723.9444444444443
2014-28.5,0.0,2014-29,2865.0
2014-29,1.0,2014-29.5,1879.8125
2014-29.5,0.0,2014-30,964.1428571428572
2014-30,7.0,2014-30.5,119.25
2014-30.5,0.0,2014-31,1107.0
2014-31,1.0,2014-31.5,444.8888888888889
2014-31.5,1.0,2014-32,801.3333333333334
2014-32,1.0,2014-32.5,3411.333333333333
2014-32.5,1.0,2014-33,2369.0
2014-33,4.0,2014-33.5,858.1875
2014-33.5,3.0,2014-34,592.5769230769231
2014-34,1.0,2014-34.5,794.9
2014-34.5,0.0,2014-35,1243.2758620689656
2014-35,0.0,2014-35.5,1120.625
2014-35.5,4.0,2014-36,1434.2727272727273
2014-36,1.0,2014-36.5,1866.888888888889
2014-36.5,2.0,2014-37,960.5862068965516
2014-37,1.0,2014-37.5,949.0
2014-37.5,3.0,2014-38,1227.054054054054
2014-38,3.0,2014-38.5,1435.0689655172414
2014-38.5,2.0,2014-39,1363.5471698113208
2014-39,2.0,2014-39.5,1428.1333333333334
2014-39.5,1.0,2014-40,1612.5777777777778
2014-40,1.0,2014-40.5,3764.5416666666665
2014-40.5,0.0,2014-41,3344.0
2014-41,2.0,2014-41.5,2045.92
2014-41.5,1.0,2014-42,1019.4848484848484
2014-42,0.0,2014-42.5,1408.9166666666667
2014-42.5,3.0,2014-43,1380.0238095238096
2014-43,0.0,2014-43.5,1641.909090909091
2014-43.5,1.0,2014-44,2644.612244897959
2014-44,1.0,2014-44.5,2620.4615384615386
2014-44.5,0.0,2014-45,2622.6296296296296
2014-45,2.0,2014-45.5,1981.3478260869565
2014-45.5,2.0,2014-46,2152.3611111111118
2014-46,0.0,2014-46.5,3508.6666666666665
2014-46.5,1.0,2014-47,2009.0
2014-47,2.0,2014-47.5,1236.8823529411766
2014-47.5,2.0,2014-48,2059.285714285714
2014-48,1.0,2014-48.5,2845.730769230769
2014-48.5,0.0,2014-49,2418.9411764705883
2014-49,1.0,2014-49.5,1710.3076923076924
2014-49.5,3.0,2014-50,1097.9166666666667
2014-50,0.0,2014-50.5,1228.7777777777778
2014-50.5,0.0,2014-51,1560.0
2014-51,3.0,2014-51.5,1078.906976744186
2014-51.5,0.0,2014-52,2038.3023255813955
2014-52,3.0,,
2014-52.5,0.0,,
