ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13373,245.0,120.0,Dao,7.0,6.0,Beta,8.0,-66.0
I,13374,242.0,30.0,Hsx,1.0,1.0,Alpha,-9.0,-69.0
