ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13220,121.0,130.0,Cso,6.0,3.0,Beta,-15.0,-64.0
I,13221,123.0,100.0,Hax,5.0,2.0,Alpha,16.0,-62.0
