ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13190,124.0,180.0,Hsx,6.0,1.0,Alpha,-13.0,-70.0
I,13191,123.0,90.0,Cso,4.0,3.0,Beta,12.0,-71.0
I,13192,119.0,100.0,Dso,4.0,2.0,Beta,19.0,-75.0
