ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13335,284.0,140.0,Dao,2.0,5.0,Beta,-15.0,-63.0
I,13336,281.0,160.0,Cso,6.0,5.0,Beta,-20.0,-66.0
