ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,12916,190.0,480.0,Eki,13.0,18,Beta,-15.0,8.0
I,12917,230.0,10.0,Axx,5.0,1,Alpha,-28.0,48.0
I,12918,208.0,180.0,Eai,13.0,15,Beta-Gamma,21.0,26.0
I,12919,156.0,10.0,Hrx,1.0,1,Alpha,-11.0,-26.0
I,12920,239.0,70.0,Bxo,4.0,8,Beta,-16.0,57.0
I,12921,246.0,110.0,Dao,6.0,4,Beta,30.0,64.0
IA,12912,237.0,,,,,,-13.0,55.0
IA,12913,261.0,,,,,,-25.0,79.0
IA,12914,257.0,,,,,,-17.0,75.0
IA,12915,240.0,,,,,,16.0,58.0
