ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,12907,313.0,300.0,Eki,13.0,17,Beta-Gamma,-22.0,65.0
I,12908,300.0,100.0,Cai,8.0,10,Beta,-20.0,52.0
I,12909,287.0,50.0,Hax,2.0,2,Alpha,-21.0,39.0
I,12911,273.0,10.0,Axx,1.0,1,Alpha,20.0,25.0
I,12912,235.0,10.0,Hrx,1.0,1,Alpha,-12.0,-13.0
I,12915,238.0,30.0,Cro,6.0,2,Beta,17.0,-10.0
I,12916,193.0,190.0,Dso,7.0,7,Beta,-16.0,-55.0
I,12917,230.0,30.0,Cro,4.0,7,Beta,-27.0,-18.0
I,12918,210.0,80.0,Dao,7.0,6,Beta,20.0,-38.0
IA,12913,257.0,,,,,,-25.0,9.0
IA,12914,253.0,,,,,,-17.0,5.0
