ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11948,46.0,40.0,Hax,2.0,1,Alpha,6.0,81.0
I,11949,11.0,100.0,Hax,3.0,2,Alpha,-17.0,46.0
I,11952,326.0,60.0,Cso,6.0,3,Beta,-33.0,1.0
I,11953,32.0,40.0,Cao,3.0,3,Beta,-17.0,66.0
I,11955,282.0,70.0,Hsx,4.0,1,Alpha,-15.0,-42.0
I,11956,289.0,10.0,Axx,1.0,2,Alpha,-15.0,-37.0
I,11957,277.0,30.0,Cro,4.0,2,Beta,12.0,-48.0
I,11958,249.0,10.0,Hax,2.0,1,Alpha,-7.0,-77.0
IA,11950,31.0,,,,,,16.0,65.0
IA,11951,50.0,,,,,,-12.0,84.0
IA,11954,11.0,,,,,,7.0,45.0
