ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,12055,271.0,250.0,Eho,12.0,9,Beta,12.0,50.0
I,12056,258.0,210.0,Eai,13.0,13,Beta-Gamma,5.0,37.0
I,12057,248.0,90.0,Cao,4.0,4,Beta,15.0,27.0
I,12058,234.0,10.0,Bxo,4.0,9,Beta,-10.0,12.0
I,12060,227.0,180.0,Dac,10.0,23,Beta-Gamma,-14.0,5.0
I,12061,194.0,90.0,Hax,2.0,1,Alpha,-23.0,-27.0
I,12062,294.0,40.0,Cao,6.0,4,Beta,-6.0,72.0
I,12063,180.0,120.0,Dao,6.0,5,Beta,10.0,-41.0
I,12064,195.0,10.0,Bxo,2.0,4,Beta,8.0,-26.0
IA,12054,296.0,,,,,,-9.0,73.0
IA,12059,259.0,,,,,,-1.0,36.0
