ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,12104,267.0,50.0,Dso,3.0,2,Beta,-12.0,92.0
I,12106,265.0,30.0,Cao,2.0,2,Beta,14.0,90.0
I,12107,255.0,130.0,Hsx,3.0,1,Alpha,-19.0,80.0
I,12108,239.0,560.0,Ekc,13.0,15,Beta-Gamma,-7.0,64.0
I,12109,222.0,530.0,Dkc,7.0,12,Beta,-8.0,47.0
I,12111,205.0,50.0,Cao,5.0,9,Beta,6.0,30.0
I,12113,163.0,30.0,Cro,15.0,10,Beta,7.0,-12.0
I,12114,149.0,80.0,Dao,4.0,7,Beta,-21.0,-26.0
I,12116,146.0,10.0,Axx,1.0,1,Alpha,-29.0,-29.0
I,12117,158.0,20.0,Cao,4.0,7,Beta,10.0,-17.0
IA,12110,236.0,,,,,,-15.0,61.0
IA,12115,252.0,,,,,,8.0,77.0
