ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,12100,308.0,30.0,Cro,5.0,9,Beta,11.0,40.0
I,12102,277.0,70.0,Dai,8.0,13,Beta,12.0,9.0
I,12104,269.0,470.0,Dkc,7.0,21,Beta-Gamma,-12.0,1.0
I,12106,260.0,140.0,Dao,8.0,12,Beta-Gamma,14.0,-8.0
I,12107,258.0,290.0,Eho,11.0,9,Beta-Gamma,-20.0,-10.0
I,12108,240.0,120.0,Dai,9.0,16,Beta-Gamma,-8.0,-28.0
I,12109,219.0,630.0,Ekc,11.0,20,Beta-Gamma,-8.0,-49.0
I,12110,233.0,10.0,Bxo,6.0,5,Beta,-17.0,-35.0
I,12111,203.0,70.0,Cao,5.0,4,Beta,5.0,-65.0
IA,12097,354.0,,,,,,14.0,86.0
IA,12103,300.0,,,,,,-10.0,32.0
IA,12105,310.0,,,,,,-5.0,42.0
