ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,12104,268.0,70.0,Dso,6.0,2,Beta,-11.0,80.0
I,12106,263.0,60.0,Cao,3.0,2,Beta,16.0,75.0
I,12107,256.0,150.0,Hax,3.0,1,Alpha,-18.0,68.0
I,12108,240.0,690.0,Ekc,12.0,14,Beta-Gamma,-7.0,52.0
I,12109,220.0,600.0,Dkc,8.0,17,Beta,-7.0,32.0
I,12111,204.0,80.0,Dsi,5.0,8,Beta,5.0,16.0
I,12113,168.0,40.0,Cao,8.0,6,Beta,9.0,-20.0
I,12114,149.0,70.0,Dao,3.0,4,Beta,-20.0,-39.0
I,12115,251.0,10.0,Axx,2.0,2,Alpha,8.0,63.0
I,12116,145.0,20.0,Bxo,6.0,3,Beta,-28.0,-43.0
IA,12110,235.0,,,,,,-15.0,47.0
