ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,12060,232.0,60.0,Hax,2.0,2,Alpha,-13.0,89.0
I,12061,192.0,50.0,Hsx,2.0,1,Alpha,-25.0,49.0
I,12063,181.0,10.0,Axx,1.0,2,Alpha,9.0,38.0
I,12065,141.0,10.0,Bxo,10.0,2,Beta,-20.0,-1.0
I,12066,196.0,40.0,Dao,5.0,5,Beta,-17.0,53.0
I,12068,159.0,10.0,Bxo,3.0,3,Beta,-15.0,16.0
I,12069,117.0,0.0,Axx,0.0,1,Alpha,-21.0,-26.0
I,12070,219.0,10.0,Bxo,4.0,4,Beta,-18.0,76.0
I,12071,79.0,30.0,Cro,5.0,4,Beta,-12.0,-64.0
I,12072,136.0,10.0,Axx,1.0,2,Alpha,-20.0,-7.0
IA,12064,197.0,,,,,,9.0,54.0
