ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,12010,203.0,80.0,Dao,9.0,10,Beta-Gamma,-14.0,80.0
I,12014,169.0,290.0,Ehi,15.0,22,Beta-Gamma,-15.0,46.0
I,12016,200.0,30.0,Cro,5.0,3,Beta,-28.0,77.0
I,12017,143.0,150.0,Dao,9.0,14,Beta-Delta,10.0,20.0
I,12018,139.0,30.0,Cro,6.0,8,Beta,3.0,16.0
I,12021,73.0,40.0,Dao,4.0,7,Beta,-15.0,-50.0
I,12022,59.0,60.0,Hsx,3.0,1,Alpha,16.0,-64.0
IA,12012,202.0,,,,,,-9.0,79.0
IA,12013,190.0,,,,,,15.0,67.0
IA,12019,213.0,,,,,,-10.0,90.0
IA,12020,109.0,,,,,,-14.0,-14.0
