ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,12227,1.0,120.0,Cao,5.0,7,Beta,-3.0,47.0
I,12230,320.0,170.0,Dac,7.0,23,Beta-Gamma,-16.0,6.0
I,12232,291.0,120.0,Dao,9.0,9,Beta,10.0,-23.0
I,12234,311.0,30.0,Dac,6.0,11,Beta-Gamma,4.0,-3.0
I,12235,260.0,220.0,Dsc,9.0,3,Beta,-12.0,-55.0
I,12236,243.0,120.0,Dso,7.0,2,Beta,29.0,-72.0
IA,12225,45.0,,,,,,-15.0,90.0
IA,12229,360.0,,,,,,-23.0,45.0
IA,12231,358.0,,,,,,-3.0,43.0
IA,12233,328.0,,,,,,3.0,13.0
