ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,12052,336.0,10.0,Bxo,4.0,3,Beta,-12.0,74.0
I,12053,319.0,10.0,Axx,1.0,1,Alpha,9.0,57.0
I,12055,271.0,380.0,Eko,11.0,7,Beta,12.0,9.0
I,12056,259.0,310.0,Eki,11.0,14,Beta-Gamma,5.0,-3.0
I,12057,250.0,110.0,Hsx,2.0,1,Alpha,15.0,-12.0
I,12058,232.0,50.0,Cao,9.0,8,Beta,-11.0,-30.0
I,12059,254.0,10.0,Hsx,1.0,1,Alpha,-0.0,-8.0
I,12060,225.0,100.0,Dai,7.0,16,Beta-Gamma,-16.0,-37.0
I,12061,195.0,40.0,Cao,2.0,3,Beta,-24.0,-67.0
I,12062,292.0,30.0,Dao,4.0,7,Beta,-7.0,30.0
IA,12054,293.0,,,,,,-9.0,31.0
