ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,12055,273.0,150.0,Cso,6.0,3,Beta,13.0,77.0
I,12056,259.0,140.0,Esi,12.0,7,Beta-Gamma,6.0,63.0
I,12057,249.0,60.0,Hax,2.0,1,Alpha,16.0,54.0
I,12060,228.0,150.0,Cao,10.0,11,Beta-Gamma,-14.0,32.0
I,12061,193.0,110.0,Hsx,2.0,2,Alpha,-25.0,-3.0
I,12063,179.0,120.0,Dai,6.0,11,Beta,10.0,-17.0
I,12064,196.0,10.0,Bxo,5.0,3,Beta,9.0,0.0
I,12065,143.0,10.0,Cro,1.0,3,Beta,-19.0,-53.0
I,12066,195.0,20.0,Cao,3.0,5,Beta,-16.0,-1.0
IA,12058,236.0,,,,,,-11.0,40.0
IA,12059,262.0,,,,,,-1.0,66.0
