ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11952,325.0,30.0,Hsx,2.0,1,Alpha,-31.0,66.0
I,11955,277.0,40.0,Cao,3.0,2,Beta,-13.0,17.0
I,11957,278.0,90.0,Dai,7.0,14,Beta-Gamma,11.0,19.0
I,11958,250.0,30.0,Hax,2.0,2,Alpha,-8.0,-9.0
I,11959,238.0,120.0,Eao,13.0,11,Beta-Gamma,-23.0,-20.0
I,11960,238.0,270.0,Hkx,4.0,2,Alpha,-15.0,-22.0
I,11961,321.0,50.0,Dso,5.0,5,Beta,-11.0,62.0
I,11963,214.0,10.0,Bxo,4.0,3,Beta,-6.0,-44.0
I,11964,219.0,10.0,Axx,2.0,2,Alpha,-13.0,-40.0
I,11965,199.0,20.0,Hrx,2.0,2,Alpha,-15.0,-59.0
IA,11956,294.0,,,,,,-15.0,34.0
IA,11962,283.0,,,,,,-37.0,23.0
