ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11987,153.0,40.0,Hsx,1.0,1,Alpha,-1.0,76.0
I,11989,135.0,70.0,Cso,6.0,8,Beta,7.0,56.0
I,11990,107.0,190.0,Cso,5.0,6,Beta,-12.0,28.0
I,11991,92.0,240.0,Eac,11.0,25,Beta-Gamma-Delta,-24.0,13.0
I,11993,102.0,50.0,Cso,4.0,3,Beta,16.0,23.0
I,11994,154.0,90.0,Hsx,1.0,2,Alpha,-6.0,75.0
I,11995,114.0,10.0,Bxo,6.0,9,Beta,-16.0,35.0
I,11996,50.0,60.0,Csi,7.0,14,Beta,13.0,-29.0
I,11997,154.0,10.0,Bxo,5.0,2,Beta,-13.0,75.0
IA,11992,143.0,,,,,,-19.0,63.0
