ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11959,238.0,150.0,Dso,9.0,5,Beta,-24.0,45.0
I,11960,237.0,150.0,Cao,3.0,4,Beta,-16.0,43.0
I,11965,203.0,10.0,Axx,0.0,1,Alpha,-14.0,10.0
I,11967,117.0,120.0,Dso,6.0,1,Beta,-14.0,-76.0
I,11968,119.0,60.0,Dso,2.0,1,Beta,10.0,-75.0
IA,11955,280.0,,,,,,-14.0,86.0
IA,11957,283.0,,,,,,10.0,89.0
IA,11958,253.0,,,,,,-8.0,59.0
IA,11963,219.0,,,,,,-6.0,25.0
IA,11964,222.0,,,,,,-14.0,28.0
IA,11966,195.0,,,,,,-12.0,1.0
