ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,12033,264.0,60.0,Hsx,2.0,1,Alpha,11.0,84.0
I,12034,246.0,270.0,Eko,11.0,16,Beta-Gamma,4.0,66.0
I,12035,223.0,200.0,Eai,13.0,30,Beta-Gamma,-16.0,43.0
I,12036,248.0,180.0,Dac,10.0,20,Beta-Gamma,-17.0,68.0
I,12037,247.0,40.0,Cao,9.0,4,Beta,-10.0,67.0
I,12038,185.0,80.0,Dai,6.0,12,Beta,-11.0,5.0
I,12042,165.0,170.0,Cso,9.0,4,Beta,19.0,-15.0
I,12044,143.0,30.0,Dro,9.0,11,Beta,-20.0,-37.0
I,12045,118.0,50.0,Cao,3.0,4,Beta,-22.0,-62.0
IA,12039,236.0,,,,,,24.0,56.0
IA,12040,222.0,,,,,,15.0,42.0
IA,12041,265.0,,,,,,-19.0,85.0
IA,12043,239.0,,,,,,-11.0,59.0
