ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,12121,326.0,40.0,Cai,5.0,8,Beta,8.0,69.0
I,12125,268.0,20.0,Hsx,1.0,1,Alpha,-14.0,11.0
I,12126,325.0,70.0,Cao,12.0,8,Beta,-9.0,68.0
I,12127,249.0,240.0,Dac,5.0,11,Beta-Gamma,-9.0,-8.0
I,12128,250.0,20.0,Hsx,1.0,1,Alpha,-21.0,-7.0
I,12129,322.0,10.0,Bxo,2.0,2,Beta,-5.0,65.0
I,12130,230.0,260.0,Ekc,14.0,22,Beta-Gamma,-7.0,-27.0
I,12131,238.0,30.0,Cro,5.0,6,Beta,-18.0,-19.0
I,12132,211.0,200.0,Dac,7.0,16,Beta-Gamma-Delta,-19.0,-46.0
IA,12122,346.0,,,,,,-13.0,89.0
IA,12123,323.0,,,,,,-14.0,66.0
IA,12124,276.0,,,,,,-21.0,19.0
