ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,12060,229.0,80.0,Hax,3.0,2,Alpha,-13.0,74.0
I,12061,191.0,90.0,Hsx,2.0,2,Alpha,-25.0,36.0
I,12063,179.0,30.0,Cao,8.0,14,Beta,12.0,24.0
I,12064,195.0,10.0,Bxo,2.0,2,Beta,9.0,40.0
I,12065,143.0,10.0,Axx,3.0,3,Alpha,-18.0,-12.0
I,12066,194.0,70.0,Dao,3.0,7,Beta,-16.0,39.0
I,12069,116.0,10.0,Axx,1.0,1,Alpha,-19.0,-39.0
I,12070,216.0,30.0,Cro,3.0,6,Beta,-16.0,61.0
I,12071,76.0,10.0,Bxo,8.0,3,Beta,-11.0,-80.0
IA,12058,238.0,,,,,,-11.0,81.0
IA,12068,159.0,,,,,,-17.0,4.0
