ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11987,150.0,130.0,Cso,10.0,10,Beta,-2.0,56.0
I,11988,185.0,10.0,Axx,1.0,1,Alpha,-8.0,87.0
I,11989,132.0,60.0,Cao,3.0,9,Beta,8.0,42.0
I,11990,110.0,210.0,Dac,7.0,7,Beta,-12.0,17.0
I,11991,93.0,330.0,Eki,12.0,33,Beta-Gamma,-23.0,0.0
I,11992,141.0,10.0,Axx,1.0,1,Alpha,-19.0,49.0
I,11993,102.0,30.0,Cao,6.0,8,Beta,16.0,11.0
I,11994,153.0,40.0,Hsx,2.0,2,Alpha,-6.0,61.0
I,11995,114.0,50.0,Cao,8.0,13,Beta,-17.0,22.0
I,11996,51.0,60.0,Cai,8.0,7,Beta,14.0,-42.0
IA,11986,176.0,,,,,,14.0,83.0
