ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11955,279.0,20.0,Hrx,1.0,1,Alpha,-14.0,72.0
I,11957,282.0,30.0,Cao,5.0,4,Beta,10.0,75.0
I,11958,252.0,10.0,Bxo,3.0,2,Beta,-8.0,45.0
I,11959,239.0,180.0,Dso,9.0,7,Beta,-24.0,33.0
I,11960,238.0,200.0,Cao,4.0,8,Beta,-15.0,31.0
I,11964,221.0,0.0,Axx,1.0,1,Alpha,-14.0,14.0
I,11965,202.0,10.0,Axx,1.0,1,Alpha,-15.0,-3.0
I,11966,194.0,10.0,Bxo,3.0,5,Beta,-12.0,-13.0
IA,11956,297.0,,,,,,-15.0,90.0
IA,11962,286.0,,,,,,-37.0,79.0
IA,11963,217.0,,,,,,-6.0,10.0
