ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11981,219.0,100.0,Eai,14.0,13,Beta,-7.0,61.0
I,11982,208.0,320.0,Esc,14.0,33,Beta-Gamma,-9.0,50.0
I,11984,220.0,60.0,Cao,5.0,8,Beta,-18.0,62.0
I,11986,176.0,10.0,Bxo,13.0,13,Beta,13.0,18.0
I,11987,148.0,190.0,Dai,10.0,14,Beta,-1.0,-9.0
I,11989,132.0,30.0,Dao,1.0,2,Beta,9.0,-26.0
I,11990,108.0,210.0,Dkc,3.0,3,Beta-Delta,-12.0,-50.0
I,11991,93.0,120.0,Dso,7.0,4,Beta,-25.0,-65.0
I,11992,137.0,10.0,Cro,2.0,3,Beta,-19.0,-20.0
I,11993,101.0,10.0,Bxo,5.0,4,Beta,16.0,-57.0
IA,11983,232.0,,,,,,-13.0,73.0
IA,11988,180.0,,,,,,-10.0,21.0
