strength,date
2011-07,459.22222222222223
2011-08,511.26666666666665
2011-09,171.78571428571428
2011-10,567.3333333333334
2011-11,862.4444444444445
2011-12,500.38461538461536
2011-13,149.6
2011-14,17.0
2011-16,1069.1666666666667
2011-17,455.17241379310343
2011-18,263.77272727272725
2011-19,51.4
2011-21,427.0
2011-22,344.2857142857143
2011-23,1098.9285714285713
2011-24,878.2
2011-26,628.0
2011-27,490.90909090909093
2011-32,457.0
2011-33,701.0
2011-34,53.285714285714285
2011-35,618.8888888888889
2011-36,1254.7037037037037
2011-37,1479.05
2011-38,723.02
2011-39,1120.2769230769231
2011-40,1220.6666666666667
2011-41,552.21875
2011-42,448.64285714285717
2011-43,1091.15625
2011-44,899.7746478873239
2011-45,452.7083333333333
2011-46,812.7297297297297
2011-47,1300.5405405405406
2011-48,619.25
2011-49,666.1111111111111
2011-50,569.1071428571429
2011-51,800.4642857142857
2011-52,838.8421052631579
