strength,date,,filename
975,2011-09-29.8,2011-09-23.5,AR_LIST_2011.09.23_12:00:00.txt
1281,2011-09-30.6,2011-09-23.5,AR_LIST_2011.09.23_12:00:00.txt
1583,2011-10-01.8,2011-09-23.5,AR_LIST_2011.09.23_12:00:00.txt
112,2011-09-24.3,2011-09-24.0,AR_LIST_2011.09.24_00:00:00.txt
37,2011-09-25.9,2011-09-24.0,AR_LIST_2011.09.24_00:00:00.txt
1224,2011-09-30.4,2011-09-24.0,AR_LIST_2011.09.24_00:00:00.txt
1303,2011-10-01.2,2011-09-24.0,AR_LIST_2011.09.24_00:00:00.txt
1800,2011-10-02.3,2011-09-24.0,AR_LIST_2011.09.24_00:00:00.txt
26,2011-09-25.4,2011-09-24.5,AR_LIST_2011.09.24_12:00:00.txt
1079,2011-09-29.8,2011-09-24.5,AR_LIST_2011.09.24_12:00:00.txt
1351,2011-09-30.7,2011-09-24.5,AR_LIST_2011.09.24_12:00:00.txt
1291,2011-10-01.8,2011-09-24.5,AR_LIST_2011.09.24_12:00:00.txt
510,2011-10-03.0,2011-09-24.5,AR_LIST_2011.09.24_12:00:00.txt
26,2011-09-25.9,2011-09-25.0,AR_LIST_2011.09.25_00:00:00.txt
1307,2011-09-30.3,2011-09-25.0,AR_LIST_2011.09.25_00:00:00.txt
1657,2011-10-01.3,2011-09-25.0,AR_LIST_2011.09.25_00:00:00.txt
1328,2011-10-02.2,2011-09-25.0,AR_LIST_2011.09.25_00:00:00.txt
586,2011-10-03.6,2011-09-25.0,AR_LIST_2011.09.25_00:00:00.txt
1210,2011-09-29.7,2011-09-25.5,AR_LIST_2011.09.25_12:00:00.txt
1537,2011-09-30.8,2011-09-25.5,AR_LIST_2011.09.25_12:00:00.txt
865,2011-10-01.7,2011-09-25.5,AR_LIST_2011.09.25_12:00:00.txt
917,2011-10-03.2,2011-09-25.5,AR_LIST_2011.09.25_12:00:00.txt
1311,2011-09-30.2,2011-09-26.0,AR_LIST_2011.09.26_00:00:00.txt
1556,2011-10-01.3,2011-09-26.0,AR_LIST_2011.09.26_00:00:00.txt
815,2011-10-02.2,2011-09-26.0,AR_LIST_2011.09.26_00:00:00.txt
823,2011-10-03.8,2011-09-26.0,AR_LIST_2011.09.26_00:00:00.txt
1130,2011-09-29.5,2011-09-26.5,AR_LIST_2011.09.26_12:00:00.txt
1663,2011-09-30.9,2011-09-26.5,AR_LIST_2011.09.26_12:00:00.txt
565,2011-10-01.8,2011-09-26.5,AR_LIST_2011.09.26_12:00:00.txt
957,2011-10-03.3,2011-09-26.5,AR_LIST_2011.09.26_12:00:00.txt
1141,2011-09-30.0,2011-09-27.0,AR_LIST_2011.09.27_00:00:00.txt
1665,2011-10-01.4,2011-09-27.0,AR_LIST_2011.09.27_00:00:00.txt
559,2011-10-02.2,2011-09-27.0,AR_LIST_2011.09.27_00:00:00.txt
905,2011-10-03.8,2011-09-27.0,AR_LIST_2011.09.27_00:00:00.txt
1080,2011-09-29.4,2011-09-27.5,AR_LIST_2011.09.27_12:00:00.txt
1844,2011-09-30.9,2011-09-27.5,AR_LIST_2011.09.27_12:00:00.txt
456,2011-10-01.8,2011-09-27.5,AR_LIST_2011.09.27_12:00:00.txt
1058,2011-10-03.3,2011-09-27.5,AR_LIST_2011.09.27_12:00:00.txt
1207,2011-09-30.2,2011-09-28.0,AR_LIST_2011.09.28_00:00:00.txt
1776,2011-10-01.6,2011-09-28.0,AR_LIST_2011.09.28_00:00:00.txt
521,2011-10-02.5,2011-09-28.0,AR_LIST_2011.09.28_00:00:00.txt
939,2011-10-03.9,2011-09-28.0,AR_LIST_2011.09.28_00:00:00.txt
1049,2011-10-08.8,2011-09-28.0,AR_LIST_2011.09.28_00:00:00.txt
1367,2011-09-29.7,2011-09-28.5,AR_LIST_2011.09.28_12:00:00.txt
2110,2011-09-30.8,2011-09-28.5,AR_LIST_2011.09.28_12:00:00.txt
353,2011-10-01.8,2011-09-28.5,AR_LIST_2011.09.28_12:00:00.txt
1644,2011-10-03.3,2011-09-28.5,AR_LIST_2011.09.28_12:00:00.txt
2180,2011-10-08.1,2011-09-28.5,AR_LIST_2011.09.28_12:00:00.txt
926,2011-09-30.4,2011-09-28.0,AR_LIST_2011.09.29_00:00:00.txt
1375,2011-10-01.4,2011-09-28.0,AR_LIST_2011.09.29_00:00:00.txt
375,2011-10-02.5,2011-09-28.0,AR_LIST_2011.09.29_00:00:00.txt
971,2011-10-04.0,2011-09-28.0,AR_LIST_2011.09.29_00:00:00.txt
1587,2011-10-08.8,2011-09-28.0,AR_LIST_2011.09.29_00:00:00.txt
968,2011-09-29.9,2011-09-29.5,AR_LIST_2011.09.29_12:00:00.txt
1794,2011-09-30.7,2011-09-29.5,AR_LIST_2011.09.29_12:00:00.txt
302,2011-10-01.9,2011-09-29.5,AR_LIST_2011.09.29_12:00:00.txt
1670,2011-10-03.3,2011-09-29.5,AR_LIST_2011.09.29_12:00:00.txt
3076,2011-10-08.1,2011-09-29.5,AR_LIST_2011.09.29_12:00:00.txt
302,2011-09-30.6,2011-09-30.0,AR_LIST_2011.09.30_00:00:00.txt
923,2011-10-01.2,2011-09-30.0,AR_LIST_2011.09.30_00:00:00.txt
328,2011-10-02.4,2011-09-30.0,AR_LIST_2011.09.30_00:00:00.txt
660,2011-10-03.7,2011-09-30.0,AR_LIST_2011.09.30_00:00:00.txt
2186,2011-10-08.6,2011-09-30.0,AR_LIST_2011.09.30_00:00:00.txt
339,2011-09-30.5,2011-09-30.5,AR_LIST_2011.09.30_12:00:00.txt
1168,2011-09-30.9,2011-09-30.5,AR_LIST_2011.09.30_12:00:00.txt
295,2011-10-01.9,2011-09-30.5,AR_LIST_2011.09.30_12:00:00.txt
1338,2011-10-03.2,2011-09-30.5,AR_LIST_2011.09.30_12:00:00.txt
3242,2011-10-08.1,2011-09-30.5,AR_LIST_2011.09.30_12:00:00.txt
47,2011-10-01.3,2011-10-01.0,AR_LIST_2011.10.01_00:00:00.txt
502,2011-10-01.6,2011-10-01.0,AR_LIST_2011.10.01_00:00:00.txt
416,2011-10-02.4,2011-10-01.0,AR_LIST_2011.10.01_00:00:00.txt
399,2011-10-03.6,2011-10-01.0,AR_LIST_2011.10.01_00:00:00.txt
2158,2011-10-08.7,2011-10-01.0,AR_LIST_2011.10.01_00:00:00.txt
20,2011-10-01.1,2011-10-01.5,AR_LIST_2011.10.01_12:00:00.txt
422,2011-10-01.3,2011-10-01.5,AR_LIST_2011.10.01_12:00:00.txt
432,2011-10-01.9,2011-10-01.5,AR_LIST_2011.10.01_12:00:00.txt
871,2011-10-03.3,2011-10-01.5,AR_LIST_2011.10.01_12:00:00.txt
3619,2011-10-08.1,2011-10-01.5,AR_LIST_2011.10.01_12:00:00.txt
5,2011-10-02.0,2011-10-02.0,AR_LIST_2011.10.02_00:00:00.txt
420,2011-10-02.4,2011-10-02.0,AR_LIST_2011.10.02_00:00:00.txt
175,2011-10-04.1,2011-10-02.0,AR_LIST_2011.10.02_00:00:00.txt
2278,2011-10-08.7,2011-10-02.0,AR_LIST_2011.10.02_00:00:00.txt
148,2011-10-02.1,2011-10-02.5,AR_LIST_2011.10.02_12:00:00.txt
601,2011-10-03.6,2011-10-02.5,AR_LIST_2011.10.02_12:00:00.txt
3351,2011-10-08.1,2011-10-02.5,AR_LIST_2011.10.02_12:00:00.txt
164,2011-10-04.1,2011-10-03.0,AR_LIST_2011.10.03_00:00:00.txt
1998,2011-10-08.8,2011-10-03.0,AR_LIST_2011.10.03_00:00:00.txt
304,2011-10-03.7,2011-10-03.5,AR_LIST_2011.10.03_12:00:00.txt
2338,2011-10-08.2,2011-10-03.5,AR_LIST_2011.10.03_12:00:00.txt
24,2011-10-04.1,2011-10-04.0,AR_LIST_2011.10.04_00:00:00.txt
2198,2011-10-08.9,2011-10-04.0,AR_LIST_2011.10.04_00:00:00.txt
1938,2011-10-08.4,2011-10-04.5,AR_LIST_2011.10.04_12:00:00.txt
2072,2011-10-08.9,2011-10-05.0,AR_LIST_2011.10.05_00:00:00.txt
2032,2011-10-08.3,2011-10-05.5,AR_LIST_2011.10.05_12:00:00.txt
2135,2011-10-08.8,2011-10-06.0,AR_LIST_2011.10.06_00:00:00.txt
1923,2011-10-08.3,2011-10-06.5,AR_LIST_2011.10.06_12:00:00.txt
440,2011-10-14.6,2011-10-06.5,AR_LIST_2011.10.06_12:00:00.txt
1934,2011-10-08.8,2011-10-07.0,AR_LIST_2011.10.07_00:00:00.txt
525,2011-10-15.2,2011-10-07.0,AR_LIST_2011.10.07_00:00:00.txt
1781,2011-10-08.4,2011-10-07.5,AR_LIST_2011.10.07_12:00:00.txt
506,2011-10-14.7,2011-10-07.5,AR_LIST_2011.10.07_12:00:00.txt
1659,2011-10-08.9,2011-10-08.0,AR_LIST_2011.10.08_00:00:00.txt
534,2011-10-15.2,2011-10-08.0,AR_LIST_2011.10.08_00:00:00.txt
1094,2011-10-08.6,2011-10-08.5,AR_LIST_2011.10.08_12:00:00.txt
381,2011-10-14.8,2011-10-08.5,AR_LIST_2011.10.08_12:00:00.txt
570,2011-10-09.4,2011-10-09.0,AR_LIST_2011.10.09_00:00:00.txt
999,2011-10-15.4,2011-10-09.0,AR_LIST_2011.10.09_00:00:00.txt
106,2011-10-09.1,2011-10-09.5,AR_LIST_2011.10.09_12:00:00.txt
769,2011-10-15.0,2011-10-09.5,AR_LIST_2011.10.09_12:00:00.txt
644,2011-10-18.3,2011-10-09.5,AR_LIST_2011.10.09_12:00:00.txt
924,2011-10-15.5,2011-10-10.0,AR_LIST_2011.10.10_00:00:00.txt
658,2011-10-18.9,2011-10-10.0,AR_LIST_2011.10.10_00:00:00.txt
468,2011-10-15.0,2011-10-10.5,AR_LIST_2011.10.10_12:00:00.txt
930,2011-10-18.4,2011-10-10.5,AR_LIST_2011.10.10_12:00:00.txt
592,2011-10-15.5,2011-10-11.0,AR_LIST_2011.10.11_00:00:00.txt
779,2011-10-19.0,2011-10-11.0,AR_LIST_2011.10.11_00:00:00.txt
386,2011-10-15.0,2011-10-11.5,AR_LIST_2011.10.11_12:00:00.txt
804,2011-10-18.5,2011-10-11.5,AR_LIST_2011.10.11_12:00:00.txt
563,2011-10-15.4,2011-10-12.0,AR_LIST_2011.10.12_00:00:00.txt
658,2011-10-19.0,2011-10-12.0,AR_LIST_2011.10.12_00:00:00.txt
549,2011-10-15.0,2011-10-12.5,AR_LIST_2011.10.12_12:00:00.txt
548,2011-10-18.5,2011-10-12.5,AR_LIST_2011.10.12_12:00:00.txt
803,2011-10-15.3,2011-10-13.0,AR_LIST_2011.10.13_00:00:00.txt
284,2011-10-19.1,2011-10-13.0,AR_LIST_2011.10.13_00:00:00.txt
676,2011-10-14.9,2011-10-13.5,AR_LIST_2011.10.13_12:00:00.txt
233,2011-10-18.5,2011-10-13.5,AR_LIST_2011.10.13_12:00:00.txt
835,2011-10-15.3,2011-10-14.0,AR_LIST_2011.10.14_00:00:00.txt
43,2011-10-18.9,2011-10-14.0,AR_LIST_2011.10.14_00:00:00.txt
574,2011-10-15.0,2011-10-14.5,AR_LIST_2011.10.14_12:00:00.txt
718,2011-10-17.0,2011-10-14.5,AR_LIST_2011.10.14_12:00:00.txt
58,2011-10-18.4,2011-10-14.5,AR_LIST_2011.10.14_12:00:00.txt
460,2011-10-15.6,2011-10-15.0,AR_LIST_2011.10.15_00:00:00.txt
831,2011-10-17.5,2011-10-15.0,AR_LIST_2011.10.15_00:00:00.txt
4,2011-10-18.7,2011-10-15.0,AR_LIST_2011.10.15_00:00:00.txt
252,2011-10-15.3,2011-10-15.5,AR_LIST_2011.10.15_12:00:00.txt
946,2011-10-17.0,2011-10-15.5,AR_LIST_2011.10.15_12:00:00.txt
7,2011-10-18.2,2011-10-15.5,AR_LIST_2011.10.15_12:00:00.txt
29,2011-10-16.1,2011-10-16.0,AR_LIST_2011.10.16_00:00:00.txt
829,2011-10-17.4,2011-10-16.0,AR_LIST_2011.10.16_00:00:00.txt
927,2011-10-16.9,2011-10-16.5,AR_LIST_2011.10.16_12:00:00.txt
701,2011-10-17.5,2011-10-17.0,AR_LIST_2011.10.17_00:00:00.txt
356,2011-10-17.3,2011-10-17.5,AR_LIST_2011.10.17_12:00:00.txt
48,2011-10-18.1,2011-10-18.0,AR_LIST_2011.10.18_00:00:00.txt
505,2011-10-19.2,2011-10-18.0,AR_LIST_2011.10.18_00:00:00.txt
549,2011-10-18.8,2011-10-18.5,AR_LIST_2011.10.18_12:00:00.txt
542,2011-10-19.5,2011-10-19.0,AR_LIST_2011.10.19_00:00:00.txt
236,2011-10-19.2,2011-10-19.5,AR_LIST_2011.10.19_12:00:00.txt
7,2011-10-20.1,2011-10-20.0,AR_LIST_2011.10.20_00:00:00.txt
417,2011-10-24.8,2011-10-22.5,AR_LIST_2011.10.22_12:00:00.txt
483,2011-11-01.0,2011-10-22.5,AR_LIST_2011.10.22_12:00:00.txt
652,2011-11-01.5,2011-10-22.5,AR_LIST_2011.10.22_12:00:00.txt
372,2011-10-25.3,2011-10-23.0,AR_LIST_2011.10.23_00:00:00.txt
1437,2011-11-01.7,2011-10-23.0,AR_LIST_2011.10.23_00:00:00.txt
51,2011-11-01.8,2011-10-23.0,AR_LIST_2011.10.23_00:00:00.txt
424,2011-10-24.8,2011-10-23.5,AR_LIST_2011.10.23_12:00:00.txt
544,2011-10-29.4,2011-10-23.5,AR_LIST_2011.10.23_12:00:00.txt
444,2011-11-01.1,2011-10-23.5,AR_LIST_2011.10.23_12:00:00.txt
1510,2011-11-01.3,2011-10-23.5,AR_LIST_2011.10.23_12:00:00.txt
40,2011-11-01.4,2011-10-23.5,AR_LIST_2011.10.23_12:00:00.txt
325,2011-10-25.3,2011-10-24.0,AR_LIST_2011.10.24_00:00:00.txt
829,2011-10-29.7,2011-10-24.0,AR_LIST_2011.10.24_00:00:00.txt
586,2011-11-01.5,2011-10-24.0,AR_LIST_2011.10.24_00:00:00.txt
1949,2011-11-01.7,2011-10-24.0,AR_LIST_2011.10.24_00:00:00.txt
285,2011-10-24.8,2011-10-24.5,AR_LIST_2011.10.24_12:00:00.txt
769,2011-10-29.3,2011-10-24.5,AR_LIST_2011.10.24_12:00:00.txt
798,2011-11-01.0,2011-10-24.5,AR_LIST_2011.10.24_12:00:00.txt
1973,2011-11-01.2,2011-10-24.5,AR_LIST_2011.10.24_12:00:00.txt
133,2011-10-25.3,2011-10-25.0,AR_LIST_2011.10.25_00:00:00.txt
861,2011-10-29.8,2011-10-25.0,AR_LIST_2011.10.25_00:00:00.txt
879,2011-11-01.5,2011-10-25.0,AR_LIST_2011.10.25_00:00:00.txt
2299,2011-11-01.7,2011-10-25.0,AR_LIST_2011.10.25_00:00:00.txt
7,2011-10-25.1,2011-10-25.5,AR_LIST_2011.10.25_12:00:00.txt
818,2011-10-29.3,2011-10-25.5,AR_LIST_2011.10.25_12:00:00.txt
880,2011-11-01.0,2011-10-25.5,AR_LIST_2011.10.25_12:00:00.txt
1990,2011-11-01.3,2011-10-25.5,AR_LIST_2011.10.25_12:00:00.txt
904,2011-10-29.8,2011-10-26.0,AR_LIST_2011.10.26_00:00:00.txt
1061,2011-11-01.4,2011-10-26.0,AR_LIST_2011.10.26_00:00:00.txt
1965,2011-11-01.8,2011-10-26.0,AR_LIST_2011.10.26_00:00:00.txt
1011,2011-10-29.4,2011-10-26.5,AR_LIST_2011.10.26_12:00:00.txt
1243,2011-10-31.9,2011-10-26.5,AR_LIST_2011.10.26_12:00:00.txt
1783,2011-11-01.3,2011-10-26.5,AR_LIST_2011.10.26_12:00:00.txt
882,2011-11-04.2,2011-10-26.5,AR_LIST_2011.10.26_12:00:00.txt
1113,2011-10-30.0,2011-10-27.0,AR_LIST_2011.10.27_00:00:00.txt
1219,2011-11-01.4,2011-10-27.0,AR_LIST_2011.10.27_00:00:00.txt
1801,2011-11-01.8,2011-10-27.0,AR_LIST_2011.10.27_00:00:00.txt
891,2011-11-05.0,2011-10-27.0,AR_LIST_2011.10.27_00:00:00.txt
509,2011-11-05.0,2011-10-27.0,AR_LIST_2011.10.27_00:00:00.txt
450,2011-11-05.4,2011-10-27.0,AR_LIST_2011.10.27_00:00:00.txt
950,2011-10-29.5,2011-10-27.5,AR_LIST_2011.10.27_12:00:00.txt
1408,2011-10-31.9,2011-10-27.5,AR_LIST_2011.10.27_12:00:00.txt
2069,2011-11-01.1,2011-10-27.5,AR_LIST_2011.10.27_12:00:00.txt
946,2011-11-04.2,2011-10-27.5,AR_LIST_2011.10.27_12:00:00.txt
743,2011-11-04.7,2011-10-27.5,AR_LIST_2011.10.27_12:00:00.txt
322,2011-11-04.8,2011-10-27.5,AR_LIST_2011.10.27_12:00:00.txt
939,2011-10-30.0,2011-10-28.0,AR_LIST_2011.10.28_00:00:00.txt
1413,2011-11-01.5,2011-10-28.0,AR_LIST_2011.10.28_00:00:00.txt
2241,2011-11-01.5,2011-10-28.0,AR_LIST_2011.10.28_00:00:00.txt
707,2011-11-05.0,2011-10-28.0,AR_LIST_2011.10.28_00:00:00.txt
42,2011-11-05.2,2011-10-28.0,AR_LIST_2011.10.28_00:00:00.txt
1521,2011-11-05.3,2011-10-28.0,AR_LIST_2011.10.28_00:00:00.txt
645,2011-10-29.7,2011-10-28.5,AR_LIST_2011.10.28_12:00:00.txt
1693,2011-11-01.0,2011-10-28.5,AR_LIST_2011.10.28_12:00:00.txt
2714,2011-11-01.1,2011-10-28.5,AR_LIST_2011.10.28_12:00:00.txt
641,2011-11-04.4,2011-10-28.5,AR_LIST_2011.10.28_12:00:00.txt
1436,2011-11-04.9,2011-10-28.5,AR_LIST_2011.10.28_12:00:00.txt
664,2011-10-30.1,2011-10-29.0,AR_LIST_2011.10.29_00:00:00.txt
1831,2011-11-01.5,2011-10-29.0,AR_LIST_2011.10.29_00:00:00.txt
2526,2011-11-01.6,2011-10-29.0,AR_LIST_2011.10.29_00:00:00.txt
547,2011-11-05.2,2011-10-29.0,AR_LIST_2011.10.29_00:00:00.txt
1696,2011-11-05.3,2011-10-29.0,AR_LIST_2011.10.29_00:00:00.txt
515,2011-10-29.7,2011-10-29.5,AR_LIST_2011.10.29_12:00:00.txt
2231,2011-11-01.0,2011-10-29.5,AR_LIST_2011.10.29_12:00:00.txt
2644,2011-11-01.1,2011-10-29.5,AR_LIST_2011.10.29_12:00:00.txt
387,2011-11-04.7,2011-10-29.5,AR_LIST_2011.10.29_12:00:00.txt
1328,2011-11-04.9,2011-10-29.5,AR_LIST_2011.10.29_12:00:00.txt
225,2011-10-30.4,2011-10-30.0,AR_LIST_2011.10.30_00:00:00.txt
2297,2011-11-01.5,2011-10-30.0,AR_LIST_2011.10.30_00:00:00.txt
2427,2011-11-01.5,2011-10-30.0,AR_LIST_2011.10.30_00:00:00.txt
1810,2011-11-05.3,2011-10-30.0,AR_LIST_2011.10.30_00:00:00.txt
372,2011-11-05.4,2011-10-30.0,AR_LIST_2011.10.30_00:00:00.txt
420,2011-11-08.0,2011-10-30.0,AR_LIST_2011.10.30_00:00:00.txt
45,2011-10-30.1,2011-10-30.5,AR_LIST_2011.10.30_12:00:00.txt
2544,2011-11-01.0,2011-10-30.5,AR_LIST_2011.10.30_12:00:00.txt
2682,2011-11-01.0,2011-10-30.5,AR_LIST_2011.10.30_12:00:00.txt
1815,2011-11-04.9,2011-10-30.5,AR_LIST_2011.10.30_12:00:00.txt
221,2011-11-04.9,2011-10-30.5,AR_LIST_2011.10.30_12:00:00.txt
320,2011-11-07.4,2011-10-30.5,AR_LIST_2011.10.30_12:00:00.txt
2253,2011-11-01.6,2011-10-31.0,AR_LIST_2011.10.31_00:00:00.txt
2469,2011-11-01.6,2011-10-31.0,AR_LIST_2011.10.31_00:00:00.txt
2056,2011-11-05.2,2011-10-31.0,AR_LIST_2011.10.31_00:00:00.txt
374,2011-11-05.3,2011-10-31.0,AR_LIST_2011.10.31_00:00:00.txt
1071,2011-11-07.7,2011-10-31.0,AR_LIST_2011.10.31_00:00:00.txt
2181,2011-11-01.0,2011-10-31.5,AR_LIST_2011.10.31_12:00:00.txt
2459,2011-11-01.1,2011-10-31.5,AR_LIST_2011.10.31_12:00:00.txt
269,2011-11-04.8,2011-10-31.5,AR_LIST_2011.10.31_12:00:00.txt
1924,2011-11-04.9,2011-10-31.5,AR_LIST_2011.10.31_12:00:00.txt
907,2011-11-07.2,2011-10-31.5,AR_LIST_2011.10.31_12:00:00.txt
2049,2011-11-01.7,2011-11-01.0,AR_LIST_2011.11.01_00:00:00.txt
1472,2011-11-01.7,2011-11-01.0,AR_LIST_2011.11.01_00:00:00.txt
282,2011-11-05.3,2011-11-01.0,AR_LIST_2011.11.01_00:00:00.txt
1793,2011-11-05.4,2011-11-01.0,AR_LIST_2011.11.01_00:00:00.txt
1024,2011-11-07.6,2011-11-01.0,AR_LIST_2011.11.01_00:00:00.txt
937,2011-11-01.4,2011-11-01.5,AR_LIST_2011.11.01_12:00:00.txt
1219,2011-11-01.4,2011-11-01.5,AR_LIST_2011.11.01_12:00:00.txt
1744,2011-11-04.9,2011-11-01.5,AR_LIST_2011.11.01_12:00:00.txt
3,2011-11-05.1,2011-11-01.5,AR_LIST_2011.11.01_12:00:00.txt
664,2011-11-07.2,2011-11-01.5,AR_LIST_2011.11.01_12:00:00.txt
402,2011-11-02.2,2011-11-02.0,AR_LIST_2011.11.02_00:00:00.txt
261,2011-11-02.2,2011-11-02.0,AR_LIST_2011.11.02_00:00:00.txt
1454,2011-11-05.5,2011-11-02.0,AR_LIST_2011.11.02_00:00:00.txt
79,2011-11-05.6,2011-11-02.0,AR_LIST_2011.11.02_00:00:00.txt
931,2011-11-07.5,2011-11-02.0,AR_LIST_2011.11.02_00:00:00.txt
2,2011-11-02.0,2011-11-02.5,AR_LIST_2011.11.02_12:00:00.txt
1490,2011-11-04.9,2011-11-02.5,AR_LIST_2011.11.02_12:00:00.txt
60,2011-11-05.1,2011-11-02.5,AR_LIST_2011.11.02_12:00:00.txt
814,2011-11-07.1,2011-11-02.5,AR_LIST_2011.11.02_12:00:00.txt
1266,2011-11-05.4,2011-11-03.0,AR_LIST_2011.11.03_00:00:00.txt
69,2011-11-05.6,2011-11-03.0,AR_LIST_2011.11.03_00:00:00.txt
766,2011-11-07.5,2011-11-03.0,AR_LIST_2011.11.03_00:00:00.txt
539,2011-11-11.7,2011-11-03.0,AR_LIST_2011.11.03_00:00:00.txt
1313,2011-11-04.9,2011-11-03.5,AR_LIST_2011.11.03_12:00:00.txt
6,2011-11-05.1,2011-11-03.5,AR_LIST_2011.11.03_12:00:00.txt
466,2011-11-07.3,2011-11-03.5,AR_LIST_2011.11.03_12:00:00.txt
428,2011-11-11.1,2011-11-03.5,AR_LIST_2011.11.03_12:00:00.txt
443,2011-11-13.0,2011-11-03.5,AR_LIST_2011.11.03_12:00:00.txt
936,2011-11-05.4,2011-11-04.0,AR_LIST_2011.11.04_00:00:00.txt
8,2011-11-05.6,2011-11-04.0,AR_LIST_2011.11.04_00:00:00.txt
326,2011-11-07.8,2011-11-04.0,AR_LIST_2011.11.04_00:00:00.txt
475,2011-11-11.3,2011-11-04.0,AR_LIST_2011.11.04_00:00:00.txt
458,2011-11-11.7,2011-11-04.0,AR_LIST_2011.11.04_00:00:00.txt
789,2011-11-13.6,2011-11-04.0,AR_LIST_2011.11.04_00:00:00.txt
994,2011-11-04.8,2011-11-04.5,AR_LIST_2011.11.04_12:00:00.txt
245,2011-11-07.3,2011-11-04.5,AR_LIST_2011.11.04_12:00:00.txt
444,2011-11-10.8,2011-11-04.5,AR_LIST_2011.11.04_12:00:00.txt
164,2011-11-11.2,2011-11-04.5,AR_LIST_2011.11.04_12:00:00.txt
1004,2011-11-13.1,2011-11-04.5,AR_LIST_2011.11.04_12:00:00.txt
637,2011-11-05.4,2011-11-05.0,AR_LIST_2011.11.05_00:00:00.txt
232,2011-11-07.7,2011-11-05.0,AR_LIST_2011.11.05_00:00:00.txt
428,2011-11-11.3,2011-11-05.0,AR_LIST_2011.11.05_00:00:00.txt
125,2011-11-11.7,2011-11-05.0,AR_LIST_2011.11.05_00:00:00.txt
1208,2011-11-13.7,2011-11-05.0,AR_LIST_2011.11.05_00:00:00.txt
285,2011-11-05.2,2011-11-05.5,AR_LIST_2011.11.05_12:00:00.txt
154,2011-11-07.2,2011-11-05.5,AR_LIST_2011.11.05_12:00:00.txt
62,2011-11-10.5,2011-11-05.5,AR_LIST_2011.11.05_12:00:00.txt
302,2011-11-10.7,2011-11-05.5,AR_LIST_2011.11.05_12:00:00.txt
1491,2011-11-13.2,2011-11-05.5,AR_LIST_2011.11.05_12:00:00.txt
29,2011-11-06.2,2011-11-06.0,AR_LIST_2011.11.06_00:00:00.txt
135,2011-11-07.7,2011-11-06.0,AR_LIST_2011.11.06_00:00:00.txt
115,2011-11-11.0,2011-11-06.0,AR_LIST_2011.11.06_00:00:00.txt
220,2011-11-11.2,2011-11-06.0,AR_LIST_2011.11.06_00:00:00.txt
1735,2011-11-13.8,2011-11-06.0,AR_LIST_2011.11.06_00:00:00.txt
27,2011-11-07.2,2011-11-06.5,AR_LIST_2011.11.06_12:00:00.txt
96,2011-11-10.5,2011-11-06.5,AR_LIST_2011.11.06_12:00:00.txt
109,2011-11-10.5,2011-11-06.5,AR_LIST_2011.11.06_12:00:00.txt
1621,2011-11-13.3,2011-11-06.5,AR_LIST_2011.11.06_12:00:00.txt
13,2011-11-07.7,2011-11-07.0,AR_LIST_2011.11.07_00:00:00.txt
82,2011-11-11.0,2011-11-07.0,AR_LIST_2011.11.07_00:00:00.txt
95,2011-11-11.0,2011-11-07.0,AR_LIST_2011.11.07_00:00:00.txt
1736,2011-11-13.8,2011-11-07.0,AR_LIST_2011.11.07_00:00:00.txt
38,2011-11-10.5,2011-11-07.5,AR_LIST_2011.11.07_12:00:00.txt
85,2011-11-10.5,2011-11-07.5,AR_LIST_2011.11.07_12:00:00.txt
1610,2011-11-13.4,2011-11-07.5,AR_LIST_2011.11.07_12:00:00.txt
12,2011-11-11.0,2011-11-08.0,AR_LIST_2011.11.08_00:00:00.txt
42,2011-11-11.1,2011-11-08.0,AR_LIST_2011.11.08_00:00:00.txt
1520,2011-11-13.9,2011-11-08.0,AR_LIST_2011.11.08_00:00:00.txt
23,2011-11-10.6,2011-11-08.5,AR_LIST_2011.11.08_12:00:00.txt
448,2011-11-11.2,2011-11-08.5,AR_LIST_2011.11.08_12:00:00.txt
1125,2011-11-13.4,2011-11-08.5,AR_LIST_2011.11.08_12:00:00.txt
430,2011-11-16.5,2011-11-08.5,AR_LIST_2011.11.08_12:00:00.txt
18,2011-11-11.1,2011-11-09.0,AR_LIST_2011.11.09_00:00:00.txt
547,2011-11-11.7,2011-11-09.0,AR_LIST_2011.11.09_00:00:00.txt
852,2011-11-13.8,2011-11-09.0,AR_LIST_2011.11.09_00:00:00.txt
344,2011-11-17.1,2011-11-09.0,AR_LIST_2011.11.09_00:00:00.txt
20,2011-11-10.5,2011-11-09.5,AR_LIST_2011.11.09_12:00:00.txt
632,2011-11-11.1,2011-11-09.5,AR_LIST_2011.11.09_12:00:00.txt
694,2011-11-13.2,2011-11-09.5,AR_LIST_2011.11.09_12:00:00.txt
324,2011-11-16.5,2011-11-09.5,AR_LIST_2011.11.09_12:00:00.txt
543,2011-11-11.6,2011-11-10.0,AR_LIST_2011.11.10_00:00:00.txt
496,2011-11-13.5,2011-11-10.0,AR_LIST_2011.11.10_00:00:00.txt
195,2011-11-17.1,2011-11-10.0,AR_LIST_2011.11.10_00:00:00.txt
642,2011-11-11.1,2011-11-10.5,AR_LIST_2011.11.10_12:00:00.txt
549,2011-11-12.7,2011-11-10.5,AR_LIST_2011.11.10_12:00:00.txt
