strength,date
2013-00,240.0
2013-00.5,613.7142857142857
2013-01,706.1538461538462
2013-03,505.85
2013-04.5,180.75
2013-05,331.4
2013-09.5,523.6190476190476
2013-12.5,818.1875
2013-13,407.6666666666667
2013-13.5,342.27777777777777
2013-14.5,239.57142857142858
2013-15.5,303.0625
2013-16,630.5
2013-16.5,737.1739130434783
2013-17,153.41666666666666
2013-17.5,1377.5454545454545
2013-18,802.4347826086956
2013-18.5,850.1363636363636
2013-19,-56.0
2013-19.5,-40.0
2013-20,596.6363636363636
2013-20.5,888.2857142857143
2013-22,358.90909090909093
2013-24,409.0
2013-24.5,25.0
2013-26,332.6666666666667
2013-28.5,252.42105263157896
2013-29,289.6666666666667
2013-29.5,850.0
2013-30,469.7307692307692
2013-30.5,139.0
2013-32,752.3684210526316
2013-33,397.77777777777777
2013-33.5,319.5
2013-34,549.0869565217391
2013-35.5,608.875
2013-36,920.6
2013-37,953.1666666666666
2013-37.5,1198.75
2013-39.5,918.4
2013-40,724.4444444444445
2013-40.5,523.1428571428571
2013-41,461.0
2013-41.5,499.4166666666667
2013-42.5,708.0952380952381
2013-43.5,1548.4347826086957
2013-44,808.0833333333334
2013-44.5,1009.8888888888889
2013-45,1640.3636363636363
2013-45.5,820.0526315789474
2013-46.5,543.0869565217391
2013-47.5,713.0
2013-48,791.4736842105264
2013-48.5,459.75
2013-49,1415.9130434782608
2013-50,1561.235294117647
2013-50.5,885.25
2013-51,489.4736842105263
2013-51.5,1011.4444444444445
2013-52,2703.6666666666665
2014-00,1745.8
2014-00.5,878.3333333333334
2014-01,745.8571428571429
