Mitad_semana,Filas_unicas,
2013-00,2.0,240.0
2013-00.5,3.0,613.7142857142857
2013-01,6.0,706.1538461538462
2013-01.5,0.0,0.0
2013-02,1.0,0.0
2013-02.5,0.0,0.0
2013-03,0.0,505.85
2013-03.5,1.0,0.0
2013-04,2.0,0.0
2013-04.5,1.0,180.75
2013-05,0.0,331.4
2013-05.5,0.0,0.0
2013-06,0.0,0.0
2013-06.5,1.0,0.0
2013-07,3.0,0.0
2013-07.5,0.0,0.0
2013-08,0.0,0.0
2013-08.5,3.0,0.0
2013-09,3.0,0.0
2013-09.5,1.0,523.6190476190476
2013-10,3.0,0.0
2013-10.5,0.0,0.0
2013-11,0.0,0.0
2013-11.5,0.0,0.0
2013-12,1.0,0.0
2013-12.5,1.0,818.1875
2013-13,3.0,407.6666666666667
2013-13.5,2.0,342.27777777777777
2013-14,1.0,0.0
2013-14.5,0.0,239.57142857142856
2013-15,1.0,0.0
2013-15.5,0.0,303.0625
2013-16,1.0,630.5
2013-16.5,1.0,737.1739130434783
2013-17,2.0,153.41666666666666
2013-17.5,2.0,1377.5454545454545
2013-18,1.0,802.4347826086956
2013-18.5,2.0,850.1363636363636
2013-19,4.0,-56.0
2013-19.5,0.0,-40.0
2013-20,2.0,596.6363636363636
2013-20.5,0.0,888.2857142857143
2013-21,3.0,0.0
2013-21.5,1.0,0.0
2013-22,0.0,358.90909090909093
2013-22.5,0.0,0.0
2013-23,0.0,0.0
2013-23.5,3.0,0.0
2013-24,2.0,409.0
2013-24.5,1.0,25.0
2013-25,2.0,0.0
2013-25.5,0.0,0.0
2013-26,2.0,332.6666666666667
2013-26.5,1.0,0.0
2013-27,0.0,0.0
2013-27.5,0.0,0.0
2013-28,3.0,0.0
2013-28.5,1.0,252.42105263157896
2013-29,1.0,289.6666666666667
2013-29.5,0.0,850.0
2013-30,1.0,469.7307692307692
2013-30.5,2.0,139.0
2013-31,0.0,0.0
2013-31.5,2.0,0.0
2013-32,0.0,752.3684210526316
2013-32.5,1.0,0.0
2013-33,2.0,397.77777777777777
2013-33.5,0.0,319.5
2013-34,5.0,549.0869565217391
2013-34.5,0.0,0.0
2013-35,0.0,0.0
2013-35.5,1.0,608.875
2013-36,0.0,920.6
2013-36.5,1.0,0.0
2013-37,2.0,953.1666666666666
2013-37.5,3.0,1198.75
2013-38,1.0,0.0
2013-38.5,0.0,0.0
2013-39,1.0,0.0
2013-39.5,2.0,918.4
2013-40,3.0,724.4444444444445
2013-40.5,0.0,523.1428571428571
2013-41,3.0,461.0
2013-41.5,2.0,499.4166666666667
2013-42,1.0,0.0
2013-42.5,1.0,708.0952380952381
2013-43,5.0,0.0
2013-43.5,1.0,1548.4347826086955
2013-44,2.0,808.0833333333334
2013-44.5,2.0,1009.8888888888888
2013-45,4.0,1640.3636363636365
2013-45.5,1.0,820.0526315789474
2013-46,2.0,0.0
2013-46.5,0.0,543.0869565217391
2013-47,1.0,0.0
2013-47.5,1.0,713.0
2013-48,1.0,791.4736842105264
2013-48.5,0.0,459.75
2013-49,6.0,1415.9130434782608
2013-49.5,0.0,0.0
2013-50,0.0,1561.235294117647
2013-50.5,3.0,885.25
2013-51,1.0,489.4736842105263
2013-51.5,1.0,1011.4444444444443
2013-52,0.0,2703.6666666666665
2013-52.5,0.0,0.0
