strength,date,,filename
489,2015-01-03.4,2015-01-03.5,AR_LIST_2015.01.03_12:00:00.txt
9131,2015-01-06.8,2015-01-03.5,AR_LIST_2015.01.03_12:00:00.txt
2488,2015-01-11.2,2015-01-03.5,AR_LIST_2015.01.03_12:00:00.txt
53,2015-01-12.6,2015-01-03.5,AR_LIST_2015.01.03_12:00:00.txt
171,2015-01-04.2,2015-01-04.0,AR_LIST_2015.01.04_00:00:00.txt
8057,2015-01-07.4,2015-01-04.0,AR_LIST_2015.01.04_00:00:00.txt
2584,2015-01-11.8,2015-01-04.0,AR_LIST_2015.01.04_00:00:00.txt
6726,2015-01-06.8,2015-01-04.5,AR_LIST_2015.01.04_12:00:00.txt
4609,2015-01-12.0,2015-01-04.5,AR_LIST_2015.01.04_12:00:00.txt
5637,2015-01-07.3,2015-01-05.0,AR_LIST_2015.01.05_00:00:00.txt
4605,2015-01-12.5,2015-01-05.0,AR_LIST_2015.01.05_00:00:00.txt
4384,2015-01-06.8,2015-01-05.5,AR_LIST_2015.01.05_12:00:00.txt
5434,2015-01-12.2,2015-01-05.5,AR_LIST_2015.01.05_12:00:00.txt
3304,2015-01-07.5,2015-01-06.0,AR_LIST_2015.01.06_00:00:00.txt
5155,2015-01-12.8,2015-01-06.0,AR_LIST_2015.01.06_00:00:00.txt
2315,2015-01-07.4,2015-01-06.5,AR_LIST_2015.01.06_12:00:00.txt
5616,2015-01-12.5,2015-01-06.5,AR_LIST_2015.01.06_12:00:00.txt
1558,2015-01-08.0,2015-01-07.0,AR_LIST_2015.01.07_00:00:00.txt
5148,2015-01-13.1,2015-01-07.0,AR_LIST_2015.01.07_00:00:00.txt
658,2015-01-08.1,2015-01-07.5,AR_LIST_2015.01.07_12:00:00.txt
5275,2015-01-12.7,2015-01-07.5,AR_LIST_2015.01.07_12:00:00.txt
318,2015-01-09.0,2015-01-08.0,AR_LIST_2015.01.08_00:00:00.txt
4806,2015-01-13.2,2015-01-08.0,AR_LIST_2015.01.08_00:00:00.txt
280,2015-01-08.4,2015-01-08.5,AR_LIST_2015.01.08_12:00:00.txt
4702,2015-01-12.8,2015-01-08.5,AR_LIST_2015.01.08_12:00:00.txt
80,2015-01-09.2,2015-01-09.0,AR_LIST_2015.01.09_00:00:00.txt
3883,2015-01-13.4,2015-01-09.0,AR_LIST_2015.01.09_00:00:00.txt
3461,2015-01-13.0,2015-01-09.5,AR_LIST_2015.01.09_12:00:00.txt
2599,2015-01-13.5,2015-01-10.0,AR_LIST_2015.01.10_00:00:00.txt
2482,2015-01-13.0,2015-01-10.5,AR_LIST_2015.01.10_12:00:00.txt
438,2015-01-18.4,2015-01-10.5,AR_LIST_2015.01.10_12:00:00.txt
2019,2015-01-13.4,2015-01-11.0,AR_LIST_2015.01.11_00:00:00.txt
1056,2015-01-17.7,2015-01-11.0,AR_LIST_2015.01.11_00:00:00.txt
388,2015-01-18.9,2015-01-11.0,AR_LIST_2015.01.11_00:00:00.txt
481,2015-01-20.2,2015-01-11.0,AR_LIST_2015.01.11_00:00:00.txt
1910,2015-01-12.9,2015-01-11.5,AR_LIST_2015.01.11_12:00:00.txt
1330,2015-01-16.9,2015-01-11.5,AR_LIST_2015.01.11_12:00:00.txt
925,2015-01-18.5,2015-01-11.5,AR_LIST_2015.01.11_12:00:00.txt
501,2015-01-19.8,2015-01-11.5,AR_LIST_2015.01.11_12:00:00.txt
1723,2015-01-13.3,2015-01-12.0,AR_LIST_2015.01.12_00:00:00.txt
1518,2015-01-17.2,2015-01-12.0,AR_LIST_2015.01.12_00:00:00.txt
929,2015-01-18.9,2015-01-12.0,AR_LIST_2015.01.12_00:00:00.txt
557,2015-01-20.2,2015-01-12.0,AR_LIST_2015.01.12_00:00:00.txt
1296,2015-01-13.0,2015-01-12.5,AR_LIST_2015.01.12_12:00:00.txt
1058,2015-01-16.5,2015-01-12.5,AR_LIST_2015.01.12_12:00:00.txt
1389,2015-01-18.4,2015-01-12.5,AR_LIST_2015.01.12_12:00:00.txt
506,2015-01-19.7,2015-01-12.5,AR_LIST_2015.01.12_12:00:00.txt
832,2015-01-13.7,2015-01-13.0,AR_LIST_2015.01.13_00:00:00.txt
849,2015-01-17.1,2015-01-13.0,AR_LIST_2015.01.13_00:00:00.txt
1544,2015-01-18.8,2015-01-13.0,AR_LIST_2015.01.13_00:00:00.txt
515,2015-01-20.2,2015-01-13.0,AR_LIST_2015.01.13_00:00:00.txt
415,2015-01-21.6,2015-01-13.0,AR_LIST_2015.01.13_00:00:00.txt
349,2015-01-13.6,2015-01-13.5,AR_LIST_2015.01.13_12:00:00.txt
271,2015-01-16.7,2015-01-13.5,AR_LIST_2015.01.13_12:00:00.txt
2087,2015-01-18.3,2015-01-13.5,AR_LIST_2015.01.13_12:00:00.txt
545,2015-01-19.7,2015-01-13.5,AR_LIST_2015.01.13_12:00:00.txt
449,2015-01-21.1,2015-01-13.5,AR_LIST_2015.01.13_12:00:00.txt
44,2015-01-14.2,2015-01-14.0,AR_LIST_2015.01.14_00:00:00.txt
187,2015-01-17.2,2015-01-14.0,AR_LIST_2015.01.14_00:00:00.txt
1836,2015-01-18.8,2015-01-14.0,AR_LIST_2015.01.14_00:00:00.txt
563,2015-01-20.0,2015-01-14.0,AR_LIST_2015.01.14_00:00:00.txt
514,2015-01-21.6,2015-01-14.0,AR_LIST_2015.01.14_00:00:00.txt
40,2015-01-15.7,2015-01-14.5,AR_LIST_2015.01.14_12:00:00.txt
3134,2015-01-18.7,2015-01-14.5,AR_LIST_2015.01.14_12:00:00.txt
126,2015-01-19.9,2015-01-14.5,AR_LIST_2015.01.14_12:00:00.txt
441,2015-01-21.1,2015-01-14.5,AR_LIST_2015.01.14_12:00:00.txt
3194,2015-01-19.3,2015-01-15.0,AR_LIST_2015.01.15_00:00:00.txt
468,2015-01-21.6,2015-01-15.0,AR_LIST_2015.01.15_00:00:00.txt
431,2015-01-25.1,2015-01-15.0,AR_LIST_2015.01.15_00:00:00.txt
3227,2015-01-18.9,2015-01-15.5,AR_LIST_2015.01.15_12:00:00.txt
390,2015-01-21.1,2015-01-15.5,AR_LIST_2015.01.15_12:00:00.txt
1190,2015-01-24.4,2015-01-15.5,AR_LIST_2015.01.15_12:00:00.txt
3044,2015-01-19.4,2015-01-16.0,AR_LIST_2015.01.16_00:00:00.txt
493,2015-01-21.6,2015-01-16.0,AR_LIST_2015.01.16_00:00:00.txt
1430,2015-01-25.0,2015-01-16.0,AR_LIST_2015.01.16_00:00:00.txt
2691,2015-01-18.9,2015-01-16.5,AR_LIST_2015.01.16_12:00:00.txt
555,2015-01-21.1,2015-01-16.5,AR_LIST_2015.01.16_12:00:00.txt
685,2015-01-23.2,2015-01-16.5,AR_LIST_2015.01.16_12:00:00.txt
1742,2015-01-24.5,2015-01-16.5,AR_LIST_2015.01.16_12:00:00.txt
3748,2015-01-20.0,2015-01-17.0,AR_LIST_2015.01.17_00:00:00.txt
99,2015-01-21.7,2015-01-17.0,AR_LIST_2015.01.17_00:00:00.txt
1452,2015-01-23.6,2015-01-17.0,AR_LIST_2015.01.17_00:00:00.txt
1761,2015-01-24.9,2015-01-17.0,AR_LIST_2015.01.17_00:00:00.txt
3102,2015-01-19.5,2015-01-17.5,AR_LIST_2015.01.17_12:00:00.txt
87,2015-01-21.1,2015-01-17.5,AR_LIST_2015.01.17_12:00:00.txt
1935,2015-01-23.2,2015-01-17.5,AR_LIST_2015.01.17_12:00:00.txt
1925,2015-01-24.3,2015-01-17.5,AR_LIST_2015.01.17_12:00:00.txt
3444,2015-01-20.3,2015-01-18.0,AR_LIST_2015.01.18_00:00:00.txt
2102,2015-01-23.6,2015-01-18.0,AR_LIST_2015.01.18_00:00:00.txt
1888,2015-01-24.7,2015-01-18.0,AR_LIST_2015.01.18_00:00:00.txt
546,2015-01-28.1,2015-01-18.0,AR_LIST_2015.01.18_00:00:00.txt
2088,2015-01-19.7,2015-01-18.5,AR_LIST_2015.01.18_12:00:00.txt
4472,2015-01-23.6,2015-01-18.5,AR_LIST_2015.01.18_12:00:00.txt
226,2015-01-24.5,2015-01-18.5,AR_LIST_2015.01.18_12:00:00.txt
812,2015-01-27.6,2015-01-18.5,AR_LIST_2015.01.18_12:00:00.txt
1791,2015-01-20.4,2015-01-19.0,AR_LIST_2015.01.19_00:00:00.txt
4305,2015-01-24.1,2015-01-19.0,AR_LIST_2015.01.19_00:00:00.txt
60,2015-01-25.0,2015-01-19.0,AR_LIST_2015.01.19_00:00:00.txt
1082,2015-01-28.2,2015-01-19.0,AR_LIST_2015.01.19_00:00:00.txt
603,2015-01-20.1,2015-01-19.5,AR_LIST_2015.01.19_12:00:00.txt
448,2015-01-21.5,2015-01-19.5,AR_LIST_2015.01.19_12:00:00.txt
4157,2015-01-23.7,2015-01-19.5,AR_LIST_2015.01.19_12:00:00.txt
1386,2015-01-27.7,2015-01-19.5,AR_LIST_2015.01.19_12:00:00.txt
581,2015-01-20.9,2015-01-20.0,AR_LIST_2015.01.20_00:00:00.txt
677,2015-01-22.1,2015-01-20.0,AR_LIST_2015.01.20_00:00:00.txt
3415,2015-01-24.2,2015-01-20.0,AR_LIST_2015.01.20_00:00:00.txt
1409,2015-01-28.1,2015-01-20.0,AR_LIST_2015.01.20_00:00:00.txt
436,2015-01-28.7,2015-01-20.0,AR_LIST_2015.01.20_00:00:00.txt
247,2015-01-20.6,2015-01-20.5,AR_LIST_2015.01.20_12:00:00.txt
673,2015-01-21.6,2015-01-20.5,AR_LIST_2015.01.20_12:00:00.txt
3178,2015-01-23.9,2015-01-20.5,AR_LIST_2015.01.20_12:00:00.txt
1765,2015-01-27.7,2015-01-20.5,AR_LIST_2015.01.20_12:00:00.txt
685,2015-01-28.1,2015-01-20.5,AR_LIST_2015.01.20_12:00:00.txt
220,2015-01-21.2,2015-01-21.0,AR_LIST_2015.01.21_00:00:00.txt
680,2015-01-22.1,2015-01-21.0,AR_LIST_2015.01.21_00:00:00.txt
2158,2015-01-24.5,2015-01-21.0,AR_LIST_2015.01.21_00:00:00.txt
3213,2015-01-28.2,2015-01-21.0,AR_LIST_2015.01.21_00:00:00.txt
66,2015-01-28.7,2015-01-21.0,AR_LIST_2015.01.21_00:00:00.txt
6,2015-01-21.1,2015-01-21.5,AR_LIST_2015.01.21_12:00:00.txt
519,2015-01-21.6,2015-01-21.5,AR_LIST_2015.01.21_12:00:00.txt
1826,2015-01-24.0,2015-01-21.5,AR_LIST_2015.01.21_12:00:00.txt
4212,2015-01-27.6,2015-01-21.5,AR_LIST_2015.01.21_12:00:00.txt
49,2015-01-28.1,2015-01-21.5,AR_LIST_2015.01.21_12:00:00.txt
266,2015-01-22.2,2015-01-22.0,AR_LIST_2015.01.22_00:00:00.txt
1096,2015-01-24.5,2015-01-22.0,AR_LIST_2015.01.22_00:00:00.txt
4309,2015-01-28.1,2015-01-22.0,AR_LIST_2015.01.22_00:00:00.txt
404,2015-01-28.7,2015-01-22.0,AR_LIST_2015.01.22_00:00:00.txt
13,2015-01-22.1,2015-01-22.5,AR_LIST_2015.01.22_12:00:00.txt
846,2015-01-24.6,2015-01-22.5,AR_LIST_2015.01.22_12:00:00.txt
4767,2015-01-27.7,2015-01-22.5,AR_LIST_2015.01.22_12:00:00.txt
260,2015-01-28.2,2015-01-22.5,AR_LIST_2015.01.22_12:00:00.txt
533,2015-01-25.7,2015-01-23.0,AR_LIST_2015.01.23_00:00:00.txt
4783,2015-01-28.2,2015-01-23.0,AR_LIST_2015.01.23_00:00:00.txt
334,2015-01-28.7,2015-01-23.0,AR_LIST_2015.01.23_00:00:00.txt
493,2015-01-25.1,2015-01-23.5,AR_LIST_2015.01.23_12:00:00.txt
4781,2015-01-27.7,2015-01-23.5,AR_LIST_2015.01.23_12:00:00.txt
134,2015-01-28.0,2015-01-23.5,AR_LIST_2015.01.23_12:00:00.txt
468,2015-02-01.7,2015-01-23.5,AR_LIST_2015.01.23_12:00:00.txt
415,2015-01-25.7,2015-01-24.0,AR_LIST_2015.01.24_00:00:00.txt
4706,2015-01-28.2,2015-01-24.0,AR_LIST_2015.01.24_00:00:00.txt
175,2015-01-28.5,2015-01-24.0,AR_LIST_2015.01.24_00:00:00.txt
588,2015-02-02.4,2015-01-24.0,AR_LIST_2015.01.24_00:00:00.txt
523,2015-01-24.9,2015-01-24.5,AR_LIST_2015.01.24_12:00:00.txt
4319,2015-01-27.7,2015-01-24.5,AR_LIST_2015.01.24_12:00:00.txt
81,2015-01-27.9,2015-01-24.5,AR_LIST_2015.01.24_12:00:00.txt
960,2015-01-30.3,2015-01-24.5,AR_LIST_2015.01.24_12:00:00.txt
875,2015-02-01.7,2015-01-24.5,AR_LIST_2015.01.24_12:00:00.txt
335,2015-01-25.5,2015-01-25.0,AR_LIST_2015.01.25_00:00:00.txt
4296,2015-01-28.3,2015-01-25.0,AR_LIST_2015.01.25_00:00:00.txt
88,2015-01-28.4,2015-01-25.0,AR_LIST_2015.01.25_00:00:00.txt
1707,2015-01-30.9,2015-01-25.0,AR_LIST_2015.01.25_00:00:00.txt
1189,2015-02-02.2,2015-01-25.0,AR_LIST_2015.01.25_00:00:00.txt
449,2015-02-03.1,2015-01-25.0,AR_LIST_2015.01.25_00:00:00.txt
97,2015-01-25.3,2015-01-25.5,AR_LIST_2015.01.25_12:00:00.txt
3938,2015-01-27.8,2015-01-25.5,AR_LIST_2015.01.25_12:00:00.txt
3673,2015-01-31.3,2015-01-25.5,AR_LIST_2015.01.25_12:00:00.txt
39,2015-02-02.5,2015-01-25.5,AR_LIST_2015.01.25_12:00:00.txt
889,2015-02-02.6,2015-01-25.5,AR_LIST_2015.01.25_12:00:00.txt
3707,2015-01-28.4,2015-01-26.0,AR_LIST_2015.01.26_00:00:00.txt
4059,2015-01-31.8,2015-01-26.0,AR_LIST_2015.01.26_00:00:00.txt
956,2015-02-03.1,2015-01-26.0,AR_LIST_2015.01.26_00:00:00.txt
3164,2015-01-27.8,2015-01-26.5,AR_LIST_2015.01.26_12:00:00.txt
4750,2015-01-31.5,2015-01-26.5,AR_LIST_2015.01.26_12:00:00.txt
1599,2015-02-02.5,2015-01-26.5,AR_LIST_2015.01.26_12:00:00.txt
2823,2015-01-28.3,2015-01-27.0,AR_LIST_2015.01.27_00:00:00.txt
5245,2015-01-31.9,2015-01-27.0,AR_LIST_2015.01.27_00:00:00.txt
1649,2015-02-03.1,2015-01-27.0,AR_LIST_2015.01.27_00:00:00.txt
2001,2015-01-27.8,2015-01-27.5,AR_LIST_2015.01.27_12:00:00.txt
4740,2015-01-31.4,2015-01-27.5,AR_LIST_2015.01.27_12:00:00.txt
740,2015-02-02.1,2015-01-27.5,AR_LIST_2015.01.27_12:00:00.txt
1941,2015-02-02.6,2015-01-27.5,AR_LIST_2015.01.27_12:00:00.txt
1249,2015-01-28.5,2015-01-28.0,AR_LIST_2015.01.28_00:00:00.txt
4397,2015-01-31.9,2015-01-28.0,AR_LIST_2015.01.28_00:00:00.txt
584,2015-02-02.5,2015-01-28.0,AR_LIST_2015.01.28_00:00:00.txt
1793,2015-02-03.3,2015-01-28.0,AR_LIST_2015.01.28_00:00:00.txt
324,2015-01-28.2,2015-01-28.5,AR_LIST_2015.01.28_12:00:00.txt
3367,2015-01-31.3,2015-01-28.5,AR_LIST_2015.01.28_12:00:00.txt
834,2015-02-02.1,2015-01-28.5,AR_LIST_2015.01.28_12:00:00.txt
3233,2015-02-02.9,2015-01-28.5,AR_LIST_2015.01.28_12:00:00.txt
15,2015-01-29.0,2015-01-29.0,AR_LIST_2015.01.29_00:00:00.txt
4267,2015-01-31.9,2015-01-29.0,AR_LIST_2015.01.29_00:00:00.txt
822,2015-02-02.3,2015-01-29.0,AR_LIST_2015.01.29_00:00:00.txt
2849,2015-02-03.7,2015-01-29.0,AR_LIST_2015.01.29_00:00:00.txt
416,2015-02-06.5,2015-01-29.0,AR_LIST_2015.01.29_00:00:00.txt
3625,2015-01-31.6,2015-01-29.5,AR_LIST_2015.01.29_12:00:00.txt
946,2015-02-01.8,2015-01-29.5,AR_LIST_2015.01.29_12:00:00.txt
3142,2015-02-03.1,2015-01-29.5,AR_LIST_2015.01.29_12:00:00.txt
358,2015-02-05.9,2015-01-29.5,AR_LIST_2015.01.29_12:00:00.txt
583,2015-02-07.0,2015-01-29.5,AR_LIST_2015.01.29_12:00:00.txt
3548,2015-02-01.2,2015-01-30.0,AR_LIST_2015.01.30_00:00:00.txt
810,2015-02-02.2,2015-01-30.0,AR_LIST_2015.01.30_00:00:00.txt
3515,2015-02-03.9,2015-01-30.0,AR_LIST_2015.01.30_00:00:00.txt
508,2015-02-06.7,2015-01-30.0,AR_LIST_2015.01.30_00:00:00.txt
820,2015-02-07.7,2015-01-30.0,AR_LIST_2015.01.30_00:00:00.txt
2140,2015-02-01.1,2015-01-30.5,AR_LIST_2015.01.30_12:00:00.txt
1150,2015-02-02.0,2015-01-30.5,AR_LIST_2015.01.30_12:00:00.txt
3179,2015-02-03.6,2015-01-30.5,AR_LIST_2015.01.30_12:00:00.txt
440,2015-02-04.5,2015-01-30.5,AR_LIST_2015.01.30_12:00:00.txt
387,2015-02-06.2,2015-01-30.5,AR_LIST_2015.01.30_12:00:00.txt
1239,2015-02-07.2,2015-01-30.5,AR_LIST_2015.01.30_12:00:00.txt
1453,2015-02-01.8,2015-01-31.0,AR_LIST_2015.01.31_00:00:00.txt
1162,2015-02-02.4,2015-01-31.0,AR_LIST_2015.01.31_00:00:00.txt
3095,2015-02-04.1,2015-01-31.0,AR_LIST_2015.01.31_00:00:00.txt
334,2015-02-05.0,2015-01-31.0,AR_LIST_2015.01.31_00:00:00.txt
1261,2015-02-06.2,2015-01-31.0,AR_LIST_2015.01.31_00:00:00.txt
1256,2015-02-07.7,2015-01-31.0,AR_LIST_2015.01.31_00:00:00.txt
1125,2015-02-02.0,2015-01-31.5,AR_LIST_2015.01.31_12:00:00.txt
695,2015-02-02.3,2015-01-31.5,AR_LIST_2015.01.31_12:00:00.txt
2420,2015-02-03.7,2015-01-31.5,AR_LIST_2015.01.31_12:00:00.txt
317,2015-02-04.5,2015-01-31.5,AR_LIST_2015.01.31_12:00:00.txt
1269,2015-02-05.7,2015-01-31.5,AR_LIST_2015.01.31_12:00:00.txt
1608,2015-02-07.1,2015-01-31.5,AR_LIST_2015.01.31_12:00:00.txt
1058,2015-02-02.4,2015-02-01.0,AR_LIST_2015.02.01_00:00:00.txt
371,2015-02-03.3,2015-02-01.0,AR_LIST_2015.02.01_00:00:00.txt
2561,2015-02-04.1,2015-02-01.0,AR_LIST_2015.02.01_00:00:00.txt
133,2015-02-05.2,2015-02-01.0,AR_LIST_2015.02.01_00:00:00.txt
1508,2015-02-06.3,2015-02-01.0,AR_LIST_2015.02.01_00:00:00.txt
1507,2015-02-07.6,2015-02-01.0,AR_LIST_2015.02.01_00:00:00.txt
641,2015-02-10.0,2015-02-01.0,AR_LIST_2015.02.01_00:00:00.txt
925,2015-02-02.1,2015-02-01.5,AR_LIST_2015.02.01_12:00:00.txt
366,2015-02-02.8,2015-02-01.5,AR_LIST_2015.02.01_12:00:00.txt
2221,2015-02-03.6,2015-02-01.5,AR_LIST_2015.02.01_12:00:00.txt
75,2015-02-04.6,2015-02-01.5,AR_LIST_2015.02.01_12:00:00.txt
1151,2015-02-06.1,2015-02-01.5,AR_LIST_2015.02.01_12:00:00.txt
1803,2015-02-07.1,2015-02-01.5,AR_LIST_2015.02.01_12:00:00.txt
660,2015-02-09.5,2015-02-01.5,AR_LIST_2015.02.01_12:00:00.txt
676,2015-02-02.7,2015-02-02.0,AR_LIST_2015.02.02_00:00:00.txt
278,2015-02-03.2,2015-02-02.0,AR_LIST_2015.02.02_00:00:00.txt
2096,2015-02-04.2,2015-02-02.0,AR_LIST_2015.02.02_00:00:00.txt
25,2015-02-04.9,2015-02-02.0,AR_LIST_2015.02.02_00:00:00.txt
242,2015-02-06.2,2015-02-02.0,AR_LIST_2015.02.02_00:00:00.txt
2564,2015-02-07.3,2015-02-02.0,AR_LIST_2015.02.02_00:00:00.txt
770,2015-02-10.0,2015-02-02.0,AR_LIST_2015.02.02_00:00:00.txt
304,2015-02-02.5,2015-02-02.5,AR_LIST_2015.02.02_12:00:00.txt
188,2015-02-02.6,2015-02-02.5,AR_LIST_2015.02.02_12:00:00.txt
1460,2015-02-03.5,2015-02-02.5,AR_LIST_2015.02.02_12:00:00.txt
138,2015-02-05.7,2015-02-02.5,AR_LIST_2015.02.02_12:00:00.txt
2824,2015-02-06.9,2015-02-02.5,AR_LIST_2015.02.02_12:00:00.txt
433,2015-02-08.1,2015-02-02.5,AR_LIST_2015.02.02_12:00:00.txt
714,2015-02-09.4,2015-02-02.5,AR_LIST_2015.02.02_12:00:00.txt
62,2015-02-03.1,2015-02-03.0,AR_LIST_2015.02.03_00:00:00.txt
97,2015-02-03.2,2015-02-03.0,AR_LIST_2015.02.03_00:00:00.txt
956,2015-02-04.2,2015-02-03.0,AR_LIST_2015.02.03_00:00:00.txt
2450,2015-02-07.4,2015-02-03.0,AR_LIST_2015.02.03_00:00:00.txt
495,2015-02-08.6,2015-02-03.0,AR_LIST_2015.02.03_00:00:00.txt
669,2015-02-09.9,2015-02-03.0,AR_LIST_2015.02.03_00:00:00.txt
491,2015-02-03.4,2015-02-03.5,AR_LIST_2015.02.03_12:00:00.txt
2816,2015-02-07.2,2015-02-03.5,AR_LIST_2015.02.03_12:00:00.txt
223,2015-02-08.0,2015-02-03.5,AR_LIST_2015.02.03_12:00:00.txt
329,2015-02-09.4,2015-02-03.5,AR_LIST_2015.02.03_12:00:00.txt
123,2015-02-04.2,2015-02-04.0,AR_LIST_2015.02.04_00:00:00.txt
2482,2015-02-07.8,2015-02-04.0,AR_LIST_2015.02.04_00:00:00.txt
123,2015-02-08.5,2015-02-04.0,AR_LIST_2015.02.04_00:00:00.txt
204,2015-02-09.9,2015-02-04.0,AR_LIST_2015.02.04_00:00:00.txt
2294,2015-02-07.2,2015-02-04.5,AR_LIST_2015.02.04_12:00:00.txt
44,2015-02-08.0,2015-02-04.5,AR_LIST_2015.02.04_12:00:00.txt
34,2015-02-09.3,2015-02-04.5,AR_LIST_2015.02.04_12:00:00.txt
633,2015-02-13.7,2015-02-04.5,AR_LIST_2015.02.04_12:00:00.txt
2415,2015-02-07.6,2015-02-05.0,AR_LIST_2015.02.05_00:00:00.txt
79,2015-02-08.4,2015-02-05.0,AR_LIST_2015.02.05_00:00:00.txt
32,2015-02-09.7,2015-02-05.0,AR_LIST_2015.02.05_00:00:00.txt
904,2015-02-14.3,2015-02-05.0,AR_LIST_2015.02.05_00:00:00.txt
1992,2015-02-07.2,2015-02-05.5,AR_LIST_2015.02.05_12:00:00.txt
48,2015-02-07.9,2015-02-05.5,AR_LIST_2015.02.05_12:00:00.txt
1510,2015-02-13.8,2015-02-05.5,AR_LIST_2015.02.05_12:00:00.txt
431,2015-02-14.4,2015-02-05.5,AR_LIST_2015.02.05_12:00:00.txt
1976,2015-02-07.6,2015-02-06.0,AR_LIST_2015.02.06_00:00:00.txt
59,2015-02-08.4,2015-02-06.0,AR_LIST_2015.02.06_00:00:00.txt
1480,2015-02-14.4,2015-02-06.0,AR_LIST_2015.02.06_00:00:00.txt
554,2015-02-15.0,2015-02-06.0,AR_LIST_2015.02.06_00:00:00.txt
496,2015-02-16.4,2015-02-06.0,AR_LIST_2015.02.06_00:00:00.txt
1337,2015-02-07.2,2015-02-06.5,AR_LIST_2015.02.06_12:00:00.txt
1617,2015-02-14.0,2015-02-06.5,AR_LIST_2015.02.06_12:00:00.txt
765,2015-02-14.4,2015-02-06.5,AR_LIST_2015.02.06_12:00:00.txt
590,2015-02-15.9,2015-02-06.5,AR_LIST_2015.02.06_12:00:00.txt
1027,2015-02-07.6,2015-02-07.0,AR_LIST_2015.02.07_00:00:00.txt
1377,2015-02-14.5,2015-02-07.0,AR_LIST_2015.02.07_00:00:00.txt
880,2015-02-15.0,2015-02-07.0,AR_LIST_2015.02.07_00:00:00.txt
708,2015-02-16.4,2015-02-07.0,AR_LIST_2015.02.07_00:00:00.txt
534,2015-02-07.4,2015-02-07.5,AR_LIST_2015.02.07_12:00:00.txt
1221,2015-02-13.6,2015-02-07.5,AR_LIST_2015.02.07_12:00:00.txt
3712,2015-02-14.8,2015-02-07.5,AR_LIST_2015.02.07_12:00:00.txt
21,2015-02-15.8,2015-02-07.5,AR_LIST_2015.02.07_12:00:00.txt
71,2015-02-08.1,2015-02-08.0,AR_LIST_2015.02.08_00:00:00.txt
277,2015-02-14.1,2015-02-08.0,AR_LIST_2015.02.08_00:00:00.txt
5292,2015-02-14.9,2015-02-08.0,AR_LIST_2015.02.08_00:00:00.txt
17,2015-02-16.4,2015-02-08.0,AR_LIST_2015.02.08_00:00:00.txt
741,2015-02-17.7,2015-02-08.0,AR_LIST_2015.02.08_00:00:00.txt
75,2015-02-13.5,2015-02-08.5,AR_LIST_2015.02.08_12:00:00.txt
6444,2015-02-14.3,2015-02-08.5,AR_LIST_2015.02.08_12:00:00.txt
1129,2015-02-17.3,2015-02-08.5,AR_LIST_2015.02.08_12:00:00.txt
6161,2015-02-14.8,2015-02-09.0,AR_LIST_2015.02.09_00:00:00.txt
1654,2015-02-17.9,2015-02-09.0,AR_LIST_2015.02.09_00:00:00.txt
5484,2015-02-14.4,2015-02-09.5,AR_LIST_2015.02.09_12:00:00.txt
2413,2015-02-17.0,2015-02-09.5,AR_LIST_2015.02.09_12:00:00.txt
4285,2015-02-15.0,2015-02-10.0,AR_LIST_2015.02.10_00:00:00.txt
