Semana,Filas_unicas,
2018-00,0.0,0.0
2018-01,0.0,0.0
2018-02,0.0,0.0
2018-03,0.0,0.0
2018-04,1.0,0.0
2018-05,3.0,0.0
2018-06,0.0,0.0
2018-07,0.0,0.0
2018-08,0.0,0.0
2018-09,0.0,0.0
2018-10,0.0,0.0
2018-11,0.0,0.0
2018-12,0.0,0.0
2018-13,0.0,216.28571428571428
2018-14,0.0,13.0
2018-15,1.0,0.0
2018-16,0.0,0.0
2018-17,0.0,0.0
2018-18,1.0,0.0
2018-19,0.0,0.0
2018-20,2.0,0.0
2018-21,0.0,0.0
2018-22,0.0,0.0
2018-23,1.0,0.0
2018-24,0.0,0.0
2018-25,0.0,556.8333333333334
2018-26,0.0,640.2857142857143
2018-27,0.0,87.0
2018-28,0.0,0.0
2018-29,0.0,0.0
2018-30,0.0,0.0
2018-31,0.0,0.0
2018-32,0.0,0.0
2018-33,0.0,0.0
2018-34,0.0,0.0
2018-35,0.0,0.0
2018-36,0.0,0.0
2018-37,0.0,0.0
2018-38,0.0,0.0
2018-39,0.0,0.0
2018-40,0.0,0.0
2018-41,0.0,0.0
2018-42,0.0,0.0
2018-43,0.0,0.0
2018-44,0.0,0.0
2018-45,0.0,313.625
2018-46,0.0,185.0
2018-47,0.0,0.0
2018-48,0.0,0.0
2018-49,0.0,0.0
2018-50,0.0,0.0
2018-51,0.0,0.0
2018-52,0.0,0.0
