Designation,Carrington Longitude,Strength,Detection Date,Prediction Date
FS-2011-026,301.3,831,2011-10-15,2011-10-17.5
FS-2011-026,302.4,927,2011-10-16,2011-10-16.9
FS-2011-026,302.0,829,2011-10-16,2011-10-17.4
FS-2011-026,301.3,701,2011-10-17,2011-10-17.5
FS-2011-026,297.6,356,2011-10-17,2011-10-17.3
FS-2011-026,293.6,48,2011-10-18,2011-10-18.1
FS-2011-027,277.6,549,2011-10-18,2011-10-18.8
FS-2011-027,278.4,505,2011-10-18,2011-10-19.2
FS-2011-027,275.7,542,2011-10-19,2011-10-19.5
FS-2011-027,272.1,236,2011-10-19,2011-10-19.2
FS-2011-027,268.0,7,2011-10-20,2011-10-20.1
FS-2011-028,198.6,417,2011-10-22,2011-10-24.8
FS-2011-028,198.5,424,2011-10-23,2011-10-24.8
FS-2011-028,198.6,372,2011-10-23,2011-10-25.3
FS-2011-028,198.4,325,2011-10-24,2011-10-25.3
FS-2011-028,198.2,285,2011-10-24,2011-10-24.8
FS-2011-028,197.7,133,2011-10-25,2011-10-25.3
FS-2011-028,195.0,7,2011-10-25,2011-10-25.1
FS-2011-029,105.6,483,2011-10-22,2011-11-01.0
FS-2011-029,100.5,40,2011-10-23,2011-11-01.4
FS-2011-029,100.9,51,2011-10-23,2011-11-01.8
FS-2011-030,103.8,652,2011-10-22,2011-11-01.5
FS-2011-030,104.6,1510,2011-10-23,2011-11-01.3
FS-2011-030,105.2,1437,2011-10-23,2011-11-01.7
FS-2011-030,105.2,1949,2011-10-24,2011-11-01.7
FS-2011-030,105.2,1973,2011-10-24,2011-11-01.2
FS-2011-030,104.8,2299,2011-10-25,2011-11-01.7
FS-2011-030,104.4,1990,2011-10-25,2011-11-01.3
FS-2011-030,104.2,1965,2011-10-26,2011-11-01.8
FS-2011-030,103.9,1783,2011-10-26,2011-11-01.3
FS-2011-030,105.6,2069,2011-10-27,2011-11-01.1
FS-2011-030,103.5,1801,2011-10-27,2011-11-01.8
FS-2011-030,106.4,2714,2011-10-28,2011-11-01.1
FS-2011-030,108.7,2241,2011-10-28,2011-11-01.5
FS-2011-030,105.9,2644,2011-10-29,2011-11-01.1
FS-2011-030,107.1,2526,2011-10-29,2011-11-01.6
FS-2011-030,106.3,2682,2011-10-30,2011-11-01.0
FS-2011-030,106.9,2427,2011-10-30,2011-11-01.5
FS-2011-030,106.0,2253,2011-10-31,2011-11-01.6
FS-2011-030,106.0,2181,2011-10-31,2011-11-01.0
FS-2011-030,103.8,1472,2011-11-01,2011-11-01.7
FS-2011-030,101.7,937,2011-11-01,2011-11-01.4
FS-2011-030,97.8,261,2011-11-02,2011-11-02.2
FS-2011-031,137.9,544,2011-10-23,2011-10-29.4
FS-2011-031,140.0,829,2011-10-24,2011-10-29.7
FS-2011-031,139.6,769,2011-10-24,2011-10-29.3
FS-2011-031,139.6,861,2011-10-25,2011-10-29.8
FS-2011-031,139.4,818,2011-10-25,2011-10-29.3
FS-2011-031,139.1,904,2011-10-26,2011-10-29.8
FS-2011-031,138.1,1011,2011-10-26,2011-10-29.4
FS-2011-031,135.3,950,2011-10-27,2011-10-29.5
FS-2011-031,136.5,1113,2011-10-27,2011-10-30.0
FS-2011-031,134.1,645,2011-10-28,2011-10-29.7
FS-2011-031,135.9,939,2011-10-28,2011-10-30.0
FS-2011-031,133.2,515,2011-10-29,2011-10-29.7
FS-2011-031,135.4,664,2011-10-29,2011-10-30.1
FS-2011-031,128.6,45,2011-10-30,2011-10-30.1
FS-2011-031,131.0,225,2011-10-30,2011-10-30.4
FS-2011-032,103.0,444,2011-10-23,2011-11-01.1
FS-2011-032,103.8,586,2011-10-24,2011-11-01.5
FS-2011-032,103.8,798,2011-10-24,2011-11-01.0
FS-2011-032,104.1,879,2011-10-25,2011-11-01.5
FS-2011-032,104.3,880,2011-10-25,2011-11-01.0
FS-2011-032,105.8,1061,2011-10-26,2011-11-01.4
FS-2011-032,105.3,1243,2011-10-26,2011-10-31.9
FS-2011-032,104.1,1408,2011-10-27,2011-10-31.9
FS-2011-032,104.7,1219,2011-10-27,2011-11-01.4
FS-2011-032,104.2,1693,2011-10-28,2011-11-01.0
FS-2011-032,103.6,1413,2011-10-28,2011-11-01.5
FS-2011-032,104.1,2231,2011-10-29,2011-11-01.0
FS-2011-032,103.2,1831,2011-10-29,2011-11-01.5
FS-2011-032,103.8,2544,2011-10-30,2011-11-01.0
FS-2011-032,103.4,2297,2011-10-30,2011-11-01.5
FS-2011-032,102.4,2469,2011-10-31,2011-11-01.6
FS-2011-032,102.7,2459,2011-10-31,2011-11-01.1
FS-2011-032,100.9,2049,2011-11-01,2011-11-01.7
FS-2011-032,98.4,1219,2011-11-01,2011-11-01.4
FS-2011-032,90.0,2,2011-11-02,2011-11-02.0
FS-2011-032,94.5,402,2011-11-02,2011-11-02.2
FS-2011-033,62.8,882,2011-10-26,2011-11-04.2
FS-2011-033,61.6,946,2011-10-27,2011-11-04.2
FS-2011-033,59.9,891,2011-10-27,2011-11-05.0
FS-2011-033,60.9,641,2011-10-28,2011-11-04.4
FS-2011-033,59.1,707,2011-10-28,2011-11-05.0
FS-2011-033,57.1,387,2011-10-29,2011-11-04.7
FS-2011-033,56.7,547,2011-10-29,2011-11-05.2
FS-2011-033,54.7,221,2011-10-30,2011-11-04.9
FS-2011-033,54.5,372,2011-10-30,2011-11-05.4
FS-2011-033,55.1,374,2011-10-31,2011-11-05.3
FS-2011-033,55.3,269,2011-10-31,2011-11-04.8
FS-2011-033,55.2,282,2011-11-01,2011-11-05.3
FS-2011-033,52.0,3,2011-11-01,2011-11-05.1
FS-2011-033,51.4,60,2011-11-02,2011-11-05.1
FS-2011-033,51.2,79,2011-11-02,2011-11-05.6
FS-2011-033,51.5,6,2011-11-03,2011-11-05.1
FS-2011-033,51.2,69,2011-11-03,2011-11-05.6
FS-2011-033,51.5,8,2011-11-04,2011-11-05.6
FS-2011-034,53.1,743,2011-10-27,2011-11-04.7
FS-2011-034,56.7,509,2011-10-27,2011-11-05.0
FS-2011-034,51.9,1436,2011-10-28,2011-11-04.9
FS-2011-034,53.5,1521,2011-10-28,2011-11-05.3
FS-2011-034,52.3,1328,2011-10-29,2011-11-04.9
FS-2011-034,53.5,1696,2011-10-29,2011-11-05.3
FS-2011-034,52.7,1815,2011-10-30,2011-11-04.9
FS-2011-034,53.6,1810,2011-10-30,2011-11-05.3
FS-2011-034,54.4,2056,2011-10-31,2011-11-05.2
FS-2011-034,52.9,1924,2011-10-31,2011-11-04.9
FS-2011-034,52.7,1793,2011-11-01,2011-11-05.4
FS-2011-034,51.7,1744,2011-11-01,2011-11-04.9
FS-2011-034,52.2,1490,2011-11-02,2011-11-04.9
FS-2011-034,51.7,1454,2011-11-02,2011-11-05.5
FS-2011-034,52.9,1313,2011-11-03,2011-11-04.9
FS-2011-034,52.3,1266,2011-11-03,2011-11-05.4
FS-2011-034,52.7,936,2011-11-04,2011-11-05.4
FS-2011-034,53.4,994,2011-11-04,2011-11-04.8
FS-2011-034,51.9,637,2011-11-05,2011-11-05.4
FS-2011-034,48.0,285,2011-11-05,2011-11-05.2
FS-2011-034,41.5,29,2011-11-06,2011-11-06.2
FS-2011-035,54.7,322,2011-10-27,2011-11-04.8
FS-2011-035,54.8,450,2011-10-27,2011-11-05.4
FS-2011-035,56.6,42,2011-10-28,2011-11-05.2
FS-2011-036,21.8,320,2011-10-30,2011-11-07.4
FS-2011-036,20.7,420,2011-10-30,2011-11-08.0
FS-2011-036,25.0,1071,2011-10-31,2011-11-07.7
FS-2011-036,25.0,907,2011-10-31,2011-11-07.2
FS-2011-036,25.3,1024,2011-11-01,2011-11-07.6
FS-2011-036,23.8,664,2011-11-01,2011-11-07.2
FS-2011-036,24.6,814,2011-11-02,2011-11-07.1
FS-2011-036,25.7,931,2011-11-02,2011-11-07.5
FS-2011-036,22.1,466,2011-11-03,2011-11-07.3
FS-2011-036,25.1,766,2011-11-03,2011-11-07.5
FS-2011-036,21.7,326,2011-11-04,2011-11-07.8
FS-2011-036,21.6,245,2011-11-04,2011-11-07.3
FS-2011-036,21.8,232,2011-11-05,2011-11-07.7
FS-2011-036,21.7,154,2011-11-05,2011-11-07.2
FS-2011-036,22.1,135,2011-11-06,2011-11-07.7
FS-2011-036,21.7,27,2011-11-06,2011-11-07.2
FS-2011-036,21.9,13,2011-11-07,2011-11-07.7
FS-2011-037,333.3,428,2011-11-03,2011-11-11.1
FS-2011-037,333.0,539,2011-11-03,2011-11-11.7
FS-2011-037,333.0,458,2011-11-04,2011-11-11.7
FS-2011-037,333.0,164,2011-11-04,2011-11-11.2
FS-2011-037,332.2,125,2011-11-05,2011-11-11.7
FS-2011-037,341.7,62,2011-11-05,2011-11-10.5
FS-2011-037,340.7,115,2011-11-06,2011-11-11.0
FS-2011-037,340.7,109,2011-11-06,2011-11-10.5
FS-2011-037,340.8,85,2011-11-07,2011-11-10.5
FS-2011-037,340.7,95,2011-11-07,2011-11-11.0
FS-2011-037,340.3,42,2011-11-08,2011-11-11.1
FS-2011-037,332.5,448,2011-11-08,2011-11-11.2
FS-2011-037,333.3,632,2011-11-09,2011-11-11.1
FS-2011-037,332.5,547,2011-11-09,2011-11-11.7
FS-2011-037,333.1,543,2011-11-10,2011-11-11.6
FS-2011-037,333.0,642,2011-11-10,2011-11-11.1
FS-2011-037,332.8,558,2011-11-11,2011-11-11.6
FS-2011-037,330.2,372,2011-11-11,2011-11-11.3
FS-2011-037,327.0,65,2011-11-12,2011-11-12.1
FS-2011-038,305.7,443,2011-11-03,2011-11-13.0
FS-2011-038,304.1,789,2011-11-04,2011-11-13.6
FS-2011-038,304.7,1004,2011-11-04,2011-11-13.1
FS-2011-038,303.3,1208,2011-11-05,2011-11-13.7
FS-2011-038,303.3,1491,2011-11-05,2011-11-13.2
FS-2011-038,302.1,1735,2011-11-06,2011-11-13.8
FS-2011-038,301.5,1621,2011-11-06,2011-11-13.3
FS-2011-038,299.9,1610,2011-11-07,2011-11-13.4
FS-2011-038,301.5,1736,2011-11-07,2011-11-13.8
FS-2011-038,299.8,1520,2011-11-08,2011-11-13.9
FS-2011-038,299.9,1125,2011-11-08,2011-11-13.4
FS-2011-038,303.6,694,2011-11-09,2011-11-13.2
FS-2011-038,301.3,852,2011-11-09,2011-11-13.8
FS-2011-038,306.1,496,2011-11-10,2011-11-13.5
FS-2011-038,309.5,549,2011-11-10,2011-11-12.7
FS-2011-038,313.8,666,2011-11-11,2011-11-12.9
FS-2011-038,314.1,584,2011-11-11,2011-11-12.4
FS-2011-038,315.4,542,2011-11-12,2011-11-12.8
FS-2011-038,310.0,630,2011-11-12,2011-11-12.7
FS-2011-038,307.2,331,2011-11-13,2011-11-13.4
FS-2011-038,301.7,306,2011-11-13,2011-11-13.3
FS-2011-038,298.3,42,2011-11-14,2011-11-14.1
FS-2011-039,335.4,475,2011-11-04,2011-11-11.3
FS-2011-039,335.3,444,2011-11-04,2011-11-10.8
FS-2011-039,335.4,428,2011-11-05,2011-11-11.3
FS-2011-039,336.3,302,2011-11-05,2011-11-10.7
FS-2011-039,337.1,220,2011-11-06,2011-11-11.2
FS-2011-039,339.8,96,2011-11-06,2011-11-10.5
FS-2011-039,339.3,38,2011-11-07,2011-11-10.5
FS-2011-039,339.6,82,2011-11-07,2011-11-11.0
FS-2011-039,339.5,12,2011-11-08,2011-11-11.0
FS-2011-039,338.0,23,2011-11-08,2011-11-10.6
FS-2011-039,338.0,20,2011-11-09,2011-11-10.5
FS-2011-039,338.0,18,2011-11-09,2011-11-11.1
FS-2011-040,257.8,430,2011-11-08,2011-11-16.5
FS-2011-040,258.3,324,2011-11-09,2011-11-16.5
FS-2011-040,257.7,344,2011-11-09,2011-11-17.1
FS-2011-040,257.8,195,2011-11-10,2011-11-17.1
FS-2011-040,259.8,220,2011-11-10,2011-11-16.4
FS-2011-040,260.2,172,2011-11-11,2011-11-16.9
FS-2011-040,260.7,231,2011-11-11,2011-11-16.4
FS-2011-040,260.9,252,2011-11-12,2011-11-16.9
FS-2011-040,260.7,236,2011-11-12,2011-11-16.4
FS-2011-040,259.6,275,2011-11-13,2011-11-17.0
FS-2011-040,259.0,184,2011-11-13,2011-11-16.5
FS-2011-040,258.7,36,2011-11-14,2011-11-16.6
FS-2011-040,258.7,182,2011-11-14,2011-11-17.1
FS-2011-040,258.5,37,2011-11-15,2011-11-17.1
FS-2011-041,220.5,446,2011-11-13,2011-11-20.0
FS-2011-041,219.2,735,2011-11-13,2011-11-19.6
FS-2011-041,219.5,1028,2011-11-14,2011-11-19.6
FS-2011-041,219.3,938,2011-11-14,2011-11-20.1
FS-2011-041,218.7,1174,2011-11-15,2011-11-19.6
FS-2011-041,219.0,1119,2011-11-15,2011-11-20.1
FS-2011-041,218.9,1175,2011-11-16,2011-11-20.1
FS-2011-041,219.0,1288,2011-11-16,2011-11-19.6
FS-2011-041,219.5,1260,2011-11-17,2011-11-19.6
FS-2011-041,219.5,1320,2011-11-17,2011-11-20.1
FS-2011-041,221.4,1280,2011-11-18,2011-11-19.9
FS-2011-041,223.1,1297,2011-11-18,2011-11-19.3
FS-2011-041,220.4,767,2011-11-19,2011-11-19.5
FS-2011-041,222.6,1056,2011-11-19,2011-11-19.8
FS-2011-041,213.0,11,2011-11-20,2011-11-20.1
FS-2011-041,217.4,216,2011-11-20,2011-11-20.2
FS-2011-042,249.9,433,2011-11-16,2011-11-17.8
FS-2011-042,248.8,554,2011-11-16,2011-11-17.3
FS-2011-042,247.6,407,2011-11-17,2011-11-17.4
FS-2011-042,249.1,486,2011-11-17,2011-11-17.8
FS-2011-042,244.6,127,2011-11-18,2011-11-18.2
FS-2011-043,113.9,639,2011-11-17,2011-11-27.7
FS-2011-043,115.3,859,2011-11-18,2011-11-28.0
FS-2011-043,115.4,1271,2011-11-18,2011-11-27.5
FS-2011-043,114.7,1515,2011-11-19,2011-11-27.6
FS-2011-043,115.4,1430,2011-11-19,2011-11-28.0
FS-2011-043,113.4,1435,2011-11-20,2011-11-27.7
FS-2011-043,113.5,1539,2011-11-20,2011-11-28.2
FS-2011-043,113.7,1378,2011-11-21,2011-11-28.2
FS-2011-043,114.2,1250,2011-11-21,2011-11-27.6
FS-2011-043,114.4,1185,2011-11-22,2011-11-28.1
FS-2011-043,113.2,1009,2011-11-22,2011-11-27.7
FS-2011-043,110.1,774,2011-11-23,2011-11-28.0
FS-2011-043,112.4,994,2011-11-23,2011-11-28.3
FS-2011-043,108.5,690,2011-11-24,2011-11-28.6
FS-2011-043,105.4,471,2011-11-24,2011-11-28.3
FS-2011-043,104.2,255,2011-11-25,2011-11-28.4
FS-2011-043,105.3,372,2011-11-25,2011-11-28.8
FS-2011-043,106.4,170,2011-11-26,2011-11-28.3
FS-2011-043,105.8,196,2011-11-26,2011-11-28.8
FS-2011-043,106.4,203,2011-11-27,2011-11-28.8
FS-2011-043,106.9,168,2011-11-27,2011-11-28.2
FS-2011-043,106.1,177,2011-11-28,2011-11-28.3
FS-2011-043,106.5,213,2011-11-28,2011-11-28.7
FS-2011-043,103.0,7,2011-11-29,2011-11-29.0
FS-2011-044,102.4,449,2011-11-17,2011-11-28.6
FS-2011-044,99.7,914,2011-11-18,2011-11-29.3
FS-2011-044,98.6,1168,2011-11-18,2011-11-28.9
FS-2011-044,98.6,1984,2011-11-19,2011-11-28.8
FS-2011-044,98.3,1559,2011-11-19,2011-11-29.4
FS-2011-044,98.8,2699,2011-11-20,2011-11-28.8
FS-2011-044,99.0,2377,2011-11-20,2011-11-29.3
FS-2011-044,99.6,2958,2011-11-21,2011-11-29.3
FS-2011-044,99.2,2884,2011-11-21,2011-11-28.8
FS-2011-044,99.2,2517,2011-11-22,2011-11-29.3
FS-2011-044,97.4,2282,2011-11-22,2011-11-28.9
FS-2011-044,97.2,2061,2011-11-23,2011-11-28.9
FS-2011-044,97.5,2070,2011-11-23,2011-11-29.4
FS-2011-044,97.6,1954,2011-11-24,2011-11-29.4
FS-2011-044,97.3,1941,2011-11-24,2011-11-28.9
FS-2011-044,96.3,1866,2011-11-25,2011-11-29.0
FS-2011-044,96.6,1871,2011-11-25,2011-11-29.5
FS-2011-044,95.4,1666,2011-11-26,2011-11-29.0
FS-2011-044,95.4,1572,2011-11-26,2011-11-29.5
FS-2011-044,94.5,1466,2011-11-27,2011-11-29.6
FS-2011-044,95.3,1698,2011-11-27,2011-11-29.0
FS-2011-044,95.0,1810,2011-11-28,2011-11-29.0
FS-2011-044,94.4,1740,2011-11-28,2011-11-29.6
FS-2011-044,91.9,1390,2011-11-29,2011-11-29.8
FS-2011-044,89.4,681,2011-11-29,2011-11-29.5
FS-2011-044,84.3,158,2011-11-30,2011-11-30.4
FS-2011-045,50.8,623,2011-11-23,2011-12-02.3
FS-2011-045,51.1,555,2011-11-24,2011-12-02.8
FS-2011-045,50.1,642,2011-11-24,2011-12-02.4
FS-2011-045,56.6,1210,2011-11-25,2011-12-02.0
FS-2011-045,49.5,475,2011-11-25,2011-12-02.9
FS-2011-045,59.4,1036,2011-11-26,2011-12-01.8
FS-2011-045,58.4,916,2011-11-26,2011-12-02.3
FS-2011-045,62.4,671,2011-11-27,2011-12-02.0
FS-2011-045,61.8,758,2011-11-27,2011-12-01.6
FS-2011-045,62.3,728,2011-11-28,2011-12-01.6
FS-2011-045,62.9,613,2011-11-28,2011-12-02.0
FS-2011-045,62.4,602,2011-11-29,2011-12-02.0
FS-2011-045,61.1,925,2011-11-29,2011-12-01.6
FS-2011-045,63.5,835,2011-11-30,2011-12-02.0
FS-2011-045,63.9,962,2011-11-30,2011-12-01.4
FS-2011-045,61.4,477,2011-12-01,2011-12-01.6
FS-2011-045,63.1,583,2011-12-01,2011-12-02.0
FS-2011-045,60.5,41,2011-12-02,2011-12-02.2
FS-2011-046,341.3,433,2011-11-30,2011-12-07.7
FS-2011-046,340.4,566,2011-12-01,2011-12-07.8
FS-2011-046,339.6,493,2011-12-01,2011-12-08.4
FS-2011-046,340.3,341,2011-12-02,2011-12-07.8
FS-2011-046,339.2,333,2011-12-02,2011-12-08.4
FS-2011-046,339.0,141,2011-12-03,2011-12-07.9
FS-2011-046,337.7,123,2011-12-03,2011-12-08.6
FS-2011-046,340.0,70,2011-12-04,2011-12-07.8
FS-2011-046,339.0,70,2011-12-04,2011-12-08.4
FS-2011-047,312.1,534,2011-12-01,2011-12-10.0
FS-2011-047,313.8,477,2011-12-01,2011-12-10.4
FS-2011-047,310.8,493,2011-12-02,2011-12-10.1
FS-2011-047,311.6,610,2011-12-02,2011-12-10.5
FS-2011-047,310.6,347,2011-12-03,2011-12-10.1
FS-2011-047,310.9,496,2011-12-03,2011-12-10.6
FS-2011-047,297.9,832,2011-12-04,2011-12-11.0
FS-2011-047,301.8,817,2011-12-04,2011-12-11.2
FS-2011-047,297.7,1030,2011-12-05,2011-12-11.6
FS-2011-047,296.8,831,2011-12-05,2011-12-11.1
FS-2011-047,296.0,671,2011-12-06,2011-12-11.2
FS-2011-047,296.8,828,2011-12-06,2011-12-11.6
FS-2011-047,297.0,690,2011-12-07,2011-12-11.1
FS-2011-047,296.6,642,2011-12-07,2011-12-11.7
FS-2011-047,297.2,585,2011-12-08,2011-12-11.6
FS-2011-047,297.7,598,2011-12-08,2011-12-11.0
FS-2011-047,297.7,673,2011-12-09,2011-12-11.0
FS-2011-047,297.6,673,2011-12-09,2011-12-11.6
FS-2011-047,297.9,718,2011-12-10,2011-12-11.0
FS-2011-047,297.8,701,2011-12-10,2011-12-11.5
FS-2011-047,297.5,866,2011-12-11,2011-12-11.5
FS-2011-047,294.0,610,2011-12-11,2011-12-11.3
FS-2011-047,289.6,246,2011-12-12,2011-12-12.1
FS-2011-048,192.2,880,2011-12-10,2011-12-19.0
FS-2011-048,192.2,681,2011-12-10,2011-12-19.5
FS-2011-048,191.6,1012,2011-12-11,2011-12-19.6
FS-2011-048,192.2,896,2011-12-11,2011-12-19.0
FS-2011-048,192.0,987,2011-12-12,2011-12-19.1
FS-2011-048,191.9,1024,2011-12-12,2011-12-19.6
FS-2011-048,191.4,1038,2011-12-13,2011-12-19.6
FS-2011-048,190.2,1016,2011-12-13,2011-12-19.3
FS-2011-048,189.8,849,2011-12-14,2011-12-19.8
FS-2011-048,189.3,720,2011-12-14,2011-12-19.3
FS-2011-048,188.8,561,2011-12-15,2011-12-19.9
FS-2011-048,187.6,517,2011-12-15,2011-12-19.5
FS-2011-048,187.1,410,2011-12-16,2011-12-20.0
FS-2011-048,185.8,265,2011-12-16,2011-12-19.7
FS-2011-048,186.1,222,2011-12-17,2011-12-20.1
FS-2011-048,186.3,104,2011-12-17,2011-12-19.6
FS-2011-048,187.6,52,2011-12-18,2011-12-20.0
FS-2011-049,167.8,544,2011-12-14,2011-12-21.5
FS-2011-049,168.0,464,2011-12-14,2011-12-21.0
FS-2011-049,168.1,458,2011-12-15,2011-12-21.5
FS-2011-049,169.6,228,2011-12-15,2011-12-20.8
FS-2011-049,170.2,156,2011-12-16,2011-12-21.3
FS-2011-049,170.8,79,2011-12-16,2011-12-20.7
FS-2011-049,173.2,11,2011-12-17,2011-12-21.1
FS-2011-050,106.8,585,2011-12-16,2011-12-26.1
FS-2011-050,106.9,561,2011-12-16,2011-12-25.6
FS-2011-050,106.1,837,2011-12-17,2011-12-26.1
FS-2011-050,105.5,669,2011-12-17,2011-12-25.7
FS-2011-050,105.3,874,2011-12-18,2011-12-26.2
FS-2011-050,104.4,769,2011-12-18,2011-12-25.7
FS-2011-050,104.4,770,2011-12-19,2011-12-25.7
FS-2011-050,104.5,862,2011-12-19,2011-12-26.2
FS-2011-050,104.6,884,2011-12-20,2011-12-26.2
FS-2011-050,104.4,809,2011-12-20,2011-12-25.7
FS-2011-050,103.8,847,2011-12-21,2011-12-26.3
FS-2011-050,103.1,702,2011-12-21,2011-12-25.8
FS-2011-050,102.4,718,2011-12-22,2011-12-26.3
FS-2011-050,102.7,599,2011-12-22,2011-12-25.8
FS-2011-050,103.6,676,2011-12-23,2011-12-26.2
FS-2011-050,104.4,640,2011-12-23,2011-12-25.7
FS-2011-050,104.7,599,2011-12-24,2011-12-25.6
FS-2011-050,104.4,685,2011-12-24,2011-12-26.2
FS-2011-050,104.3,578,2011-12-25,2011-12-26.1
FS-2011-050,104.6,541,2011-12-25,2011-12-25.6
FS-2011-050,102.2,322,2011-12-26,2011-12-26.3
FS-2011-050,98.2,31,2011-12-26,2011-12-26.1
FS-2011-051,83.8,562,2011-12-18,2011-12-27.2
FS-2011-051,83.3,753,2011-12-19,2011-12-27.3
FS-2011-051,83.2,788,2011-12-19,2011-12-27.8
FS-2011-051,82.2,858,2011-12-20,2011-12-27.8
FS-2011-051,82.3,766,2011-12-20,2011-12-27.3
FS-2011-051,82.3,875,2011-12-21,2011-12-27.8
FS-2011-051,82.6,846,2011-12-21,2011-12-27.3
FS-2011-051,82.6,1020,2011-12-22,2011-12-27.8
FS-2011-051,82.8,1131,2011-12-22,2011-12-27.3
FS-2011-051,82.7,1089,2011-12-23,2011-12-27.8
FS-2011-051,82.7,1109,2011-12-23,2011-12-27.3
FS-2011-051,82.5,1097,2011-12-24,2011-12-27.3
FS-2011-051,82.1,1033,2011-12-24,2011-12-27.8
FS-2011-051,82.8,1063,2011-12-25,2011-12-27.8
FS-2011-051,83.0,1007,2011-12-25,2011-12-27.3
FS-2011-051,82.6,942,2011-12-26,2011-12-27.8
FS-2011-051,82.4,861,2011-12-26,2011-12-27.3
FS-2011-051,81.9,825,2011-12-27,2011-12-27.8
FS-2011-051,80.2,549,2011-12-27,2011-12-27.5
FS-2011-051,76.9,260,2011-12-28,2011-12-28.2
FS-2011-052,308.2,907,2011-12-28,2012-01-06.7
FS-2011-052,307.6,584,2011-12-28,2012-01-07.2
FS-2011-052,305.8,1326,2011-12-29,2012-01-06.9
FS-2011-052,307.3,948,2011-12-29,2012-01-07.3
FS-2011-052,306.6,1319,2011-12-30,2012-01-06.9
FS-2011-052,306.3,1279,2011-12-30,2012-01-07.4
FS-2011-052,307.4,1238,2011-12-31,2012-01-06.8
FS-2011-052,307.5,1358,2011-12-31,2012-01-07.3
