ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11467,330.0,10.0,Hsx,1.0,2.0,Alpha,14.0,-72.0
I,11469,334.0,30.0,Cao,2.0,10.0,Beta,-21.0,-68.0
