ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11227,21.0,80.0,Cso,3.0,3.0,Beta,-19.0,-69.0
I,11228,23.0,120.0,Hsx,4.0,1.0,Alpha,17.0,-67.0
