ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,12373,144.0,40.0,Hsx,2.0,1,Alpha,16.0,67.0
I,12375,126.0,50.0,Hsx,2.0,1,Alpha,-9.0,49.0
I,12376,130.0,10.0,Axx,2.0,2,Alpha,12.0,55.0
I,12378,86.0,50.0,Hsx,3.0,4,Alpha,-16.0,9.0
I,12379,100.0,10.0,Axx,2.0,4,Alpha,-11.0,24.0
I,12381,74.0,550.0,Eko,14.0,28,Beta,14.0,-3.0
I,12383,87.0,10.0,Bxo,5.0,9,Beta,-7.0,10.0
I,12384,15.0,120.0,Hsx,2.0,2,Alpha,-18.0,-62.0
IA,12380,161.0,,,,,,9.0,84.0
IA,12382,120.0,,,,,,-5.0,43.0
