ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,12268,48.0,410.0,Fkc,16.0,29,Beta-Gamma,-10.0,5.0
I,12269,94.0,10.0,Axx,6.0,1,Alpha,7.0,51.0
I,12271,73.0,110.0,Dai,8.0,10,Beta-Gamma,18.0,30.0
I,12272,9.0,30.0,Hax,2.0,1,Alpha,12.0,-31.0
I,12273,69.0,50.0,Cao,5.0,4,Beta,3.0,26.0
I,12275,83.0,200.0,Dai,6.0,11,Beta-Gamma,-17.0,40.0
I,12276,18.0,10.0,Bxo,3.0,3,Beta,-7.0,-25.0
I,12277,336.0,30.0,Hax,2.0,1,Alpha,7.0,-67.0
IA,12267,106.0,,,,,,18.0,63.0
IA,12270,58.0,,,,,,-18.0,15.0
IA,12274,78.0,,,,,,-3.0,35.0
