ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,12268,48.0,500.0,Fhc,17.0,38,Beta-Gamma,-10.0,31.0
I,12271,75.0,230.0,Dac,10.0,13,Beta-Gamma,17.0,58.0
I,12272,12.0,20.0,Hax,1.0,1,Alpha,12.0,-5.0
I,12273,72.0,30.0,Cao,5.0,5,Beta,-3.0,55.0
I,12275,84.0,140.0,Dao,6.0,7,Beta,-17.0,67.0
I,12276,18.0,10.0,Bxo,3.0,3,Beta,-7.0,1.0
I,12277,330.0,510.0,Fkc,21.0,41,Beta-Gamma,8.0,-47.0
I,12278,7.0,10.0,Bxo,5.0,5,Beta,-8.0,-10.0
IA,12269,98.0,,,,,,7.0,81.0
IA,12270,60.0,,,,,,-18.0,43.0
IA,12274,82.0,,,,,,-3.0,65.0
