ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,12339,131.0,310.0,Fkc,19.0,26,Beta-Gamma,12.0,59.0
I,12341,103.0,70.0,Hsx,2.0,1,Alpha,-20.0,31.0
I,12342,94.0,70.0,Hsx,2.0,3,Alpha,17.0,22.0
I,12344,70.0,50.0,Hax,2.0,2,Alpha,-9.0,-2.0
I,12346,57.0,30.0,Cao,7.0,7,Beta,-8.0,-15.0
I,12347,59.0,0.0,Axx,1.0,1,Alpha,5.0,-13.0
I,12348,24.0,110.0,Hsx,3.0,3,Alpha,-10.0,-48.0
IA,12340,113.0,,,,,,-8.0,41.0
IA,12343,99.0,,,,,,9.0,27.0
IA,12345,117.0,,,,,,11.0,49.0
