strength,date
2016-00.5,532.75
2016-01,159.625
2016-02,345.4
2016-02.5,522.2307692307693
2016-03,905.6190476190476
2016-03.5,324.86486486486484
2016-04,459.17391304347825
2016-04.5,264.8
2016-05,594.6
2016-05.5,625.5555555555555
2016-06.5,868.0
2016-07,833.8888888888889
2016-07.5,852.952380952381
2016-08,527.5666666666667
2016-09,1790.047619047619
2016-09.5,356.5
2016-10,535.2777777777778
2016-12,1288.3
2016-12.5,926.4285714285714
2016-13,425.45454545454544
2016-13.5,73.0
2016-14,668.4285714285714
2016-14.5,822.5333333333333
2016-16,285.85714285714283
2016-16.5,390.0
2016-17,337.1666666666667
2016-17.5,288.55555555555554
2016-18,954.2631578947369
2016-19,509.14285714285717
2016-19.5,717.3333333333334
2016-20,453.0
2016-23,303.44444444444446
2016-23.5,1019.5555555555555
2016-24,362.9230769230769
2016-27,328.75
2016-27.5,625.9166666666666
2016-28,346.7647058823529
2016-31.5,541.1666666666666
2016-32,554.5
2016-33.5,636.125
2016-34,586.7
2016-37,561.6842105263158
2016-37.5,404.5
2016-38,418.5
2016-39,272.125
2016-39.5,698.3333333333334
2016-40,1460.3684210526317
2016-41.5,278.75
2016-47,606.3157894736842
