ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,13007,185.0,20.0,Hsx,2.0,1,Alpha,-22.0,89.0
I,13010,127.0,50.0,Cro,10.0,9,Beta,-14.0,31.0
I,13014,105.0,1190.0,Dkc,10.0,12,Beta-Gamma-Delta,24.0,9.0
I,13015,109.0,20.0,Cso,1.0,2,Beta,14.0,13.0
I,13016,75.0,70.0,Dao,9.0,5,Beta,-19.0,-21.0
I,13017,82.0,30.0,Cro,6.0,6,Beta,14.0,-14.0
I,13019,41.0,20.0,Cro,2.0,4,Alpha,11.0,-55.0
IA,13008,185.0,,,,,,16.0,89.0
IA,13011,130.0,,,,,,16.0,34.0
IA,13013,149.0,,,,,,-27.0,53.0
IA,13018,83.0,,,,,,-11.0,-12.0
