Designation,Carrington Longitude,Strength,Detection Date,Prediction Date
FS-2013-036,22.3,1147,2013-09-10,2013-09-18.9
FS-2013-036,22.4,975,2013-09-10,2013-09-19.4
FS-2013-036,21.5,1391,2013-09-11,2013-09-19.5
FS-2013-036,21.1,1412,2013-09-11,2013-09-19.0
FS-2013-036,21.9,1593,2013-09-12,2013-09-19.5
FS-2013-036,21.9,1614,2013-09-12,2013-09-19.0
FS-2013-036,21.6,1592,2013-09-13,2013-09-19.0
FS-2013-036,21.7,1690,2013-09-13,2013-09-19.5
FS-2013-036,22.0,1690,2013-09-14,2013-09-19.5
FS-2013-036,22.4,1476,2013-09-14,2013-09-19.0
FS-2013-036,22.8,1543,2013-09-15,2013-09-19.4
FS-2013-036,23.1,1287,2013-09-15,2013-09-18.9
FS-2013-036,24.4,1004,2013-09-16,2013-09-18.8
FS-2013-036,23.2,1182,2013-09-16,2013-09-19.4
FS-2013-036,24.6,993,2013-09-17,2013-09-19.3
FS-2013-036,24.7,839,2013-09-17,2013-09-18.8
FS-2013-036,24.3,693,2013-09-18,2013-09-18.9
FS-2013-036,24.2,806,2013-09-18,2013-09-19.4
FS-2013-036,20.8,163,2013-09-19,2013-09-19.1
FS-2013-036,23.8,564,2013-09-19,2013-09-19.4
FS-2013-037,165.4,435,2013-10-01,2013-10-06.2
FS-2013-037,165.2,524,2013-10-01,2013-10-05.7
FS-2013-037,165.2,795,2013-10-02,2013-10-06.2
FS-2013-037,164.5,887,2013-10-02,2013-10-05.8
FS-2013-037,163.7,1032,2013-10-03,2013-10-05.8
FS-2013-037,163.3,1028,2013-10-03,2013-10-06.4
FS-2013-037,163.4,1069,2013-10-04,2013-10-06.3
FS-2013-037,163.7,1066,2013-10-04,2013-10-05.8
FS-2013-037,163.1,1070,2013-10-05,2013-10-06.4
FS-2013-037,162.6,1083,2013-10-05,2013-10-05.9
FS-2013-037,158.9,1078,2013-10-06,2013-10-06.7
FS-2013-037,155.2,670,2013-10-06,2013-10-06.5
FS-2013-037,146.8,69,2013-10-07,2013-10-07.2
FS-2013-037,150.9,306,2013-10-07,2013-10-07.3
FS-2013-038,70.6,461,2013-10-05,2013-10-13.2
FS-2013-038,79.5,900,2013-10-05,2013-10-12.0
FS-2013-038,80.5,1023,2013-10-06,2013-10-12.4
FS-2013-038,83.0,890,2013-10-06,2013-10-11.7
FS-2013-038,81.8,789,2013-10-07,2013-10-11.8
FS-2013-038,81.9,988,2013-10-07,2013-10-12.3
FS-2013-038,82.3,302,2013-10-08,2013-10-11.7
FS-2013-038,82.2,719,2013-10-08,2013-10-12.2
FS-2013-038,83.5,356,2013-10-09,2013-10-11.6
FS-2013-038,83.9,388,2013-10-09,2013-10-12.1
FS-2013-038,85.6,243,2013-10-10,2013-10-11.4
FS-2013-038,84.5,270,2013-10-10,2013-10-12.0
FS-2013-038,88.3,132,2013-10-11,2013-10-11.7
FS-2013-038,86.2,261,2013-10-11,2013-10-11.4
FS-2013-038,83.0,63,2013-10-12,2013-10-12.1
FS-2013-039,359.9,425,2013-10-13,2013-10-18.2
FS-2013-039,0.2,406,2013-10-14,2013-10-18.7
FS-2013-039,0.0,500,2013-10-14,2013-10-18.2
FS-2013-039,1.5,581,2013-10-15,2013-10-18.1
FS-2013-039,1.0,549,2013-10-15,2013-10-18.6
FS-2013-039,1.7,542,2013-10-16,2013-10-18.5
FS-2013-039,2.2,591,2013-10-16,2013-10-18.0
FS-2013-039,2.4,631,2013-10-17,2013-10-18.5
FS-2013-039,2.1,634,2013-10-17,2013-10-18.0
FS-2013-039,359.3,397,2013-10-18,2013-10-18.3
FS-2013-039,1.7,699,2013-10-18,2013-10-18.6
FS-2013-039,355.3,38,2013-10-19,2013-10-19.1
FS-2013-040,258.6,618,2013-10-16,2013-10-25.9
FS-2013-040,259.2,768,2013-10-17,2013-10-26.4
FS-2013-040,258.0,868,2013-10-17,2013-10-26.0
FS-2013-040,257.9,777,2013-10-18,2013-10-26.0
FS-2013-040,258.5,784,2013-10-18,2013-10-26.4
FS-2013-040,259.2,774,2013-10-19,2013-10-26.4
FS-2013-040,258.9,849,2013-10-19,2013-10-25.9
FS-2013-040,259.2,946,2013-10-20,2013-10-25.9
FS-2013-040,259.2,993,2013-10-20,2013-10-26.4
FS-2013-040,260.0,863,2013-10-21,2013-10-25.8
FS-2013-040,259.4,932,2013-10-21,2013-10-26.4
FS-2013-040,259.5,877,2013-10-22,2013-10-26.4
FS-2013-040,260.0,829,2013-10-22,2013-10-25.8
FS-2013-040,259.6,697,2013-10-23,2013-10-25.8
FS-2013-040,259.2,826,2013-10-23,2013-10-26.4
FS-2013-040,258.7,627,2013-10-24,2013-10-26.5
FS-2013-040,259.1,550,2013-10-24,2013-10-25.9
FS-2013-040,258.1,396,2013-10-25,2013-10-26.5
FS-2013-040,258.9,492,2013-10-25,2013-10-25.9
FS-2013-040,256.3,81,2013-10-26,2013-10-26.1
FS-2013-040,258.2,323,2013-10-26,2013-10-26.4
FS-2013-041,167.7,749,2013-10-22,2013-11-01.6
FS-2013-041,167.6,1269,2013-10-23,2013-11-01.6
FS-2013-041,168.0,974,2013-10-23,2013-11-02.1
FS-2013-041,167.0,1290,2013-10-24,2013-11-02.2
FS-2013-041,165.4,1665,2013-10-24,2013-11-01.8
FS-2013-041,164.9,1500,2013-10-25,2013-11-02.4
FS-2013-041,164.8,1674,2013-10-25,2013-11-01.9
FS-2013-041,165.3,1953,2013-10-26,2013-11-01.8
FS-2013-041,164.9,819,2013-10-26,2013-11-02.4
FS-2013-041,166.5,777,2013-10-27,2013-11-02.3
FS-2013-041,164.7,2070,2013-10-27,2013-11-01.9
FS-2013-041,164.7,2074,2013-10-28,2013-11-01.9
FS-2013-041,166.1,880,2013-10-28,2013-11-02.3
FS-2013-041,166.5,2062,2013-10-29,2013-11-01.8
FS-2013-041,166.4,1030,2013-10-29,2013-11-02.3
FS-2013-041,167.5,1179,2013-10-30,2013-11-02.2
FS-2013-041,166.7,2197,2013-10-30,2013-11-01.8
FS-2013-041,167.3,2191,2013-10-31,2013-11-01.7
FS-2013-041,166.8,2236,2013-10-31,2013-11-02.3
FS-2013-041,166.8,2237,2013-11-01,2013-11-01.8
FS-2013-041,167.1,2350,2013-11-01,2013-11-02.3
FS-2013-041,160.4,728,2013-11-02,2013-11-02.3
FS-2013-041,164.2,1710,2013-11-02,2013-11-02.5
FS-2013-041,156.0,139,2013-11-03,2013-11-03.1
FS-2013-042,140.9,650,2013-10-26,2013-11-03.8
FS-2013-042,141.2,1240,2013-10-26,2013-11-04.3
FS-2013-042,141.9,1348,2013-10-27,2013-11-04.2
FS-2013-042,140.7,548,2013-10-27,2013-11-03.8
FS-2013-042,142.8,664,2013-10-28,2013-11-03.6
FS-2013-042,142.0,1539,2013-10-28,2013-11-04.2
FS-2013-042,144.3,476,2013-10-29,2013-11-03.5
FS-2013-042,142.2,1574,2013-10-29,2013-11-04.2
FS-2013-042,142.0,1096,2013-10-30,2013-11-04.2
FS-2013-042,139.1,222,2013-10-30,2013-11-04.0
FS-2013-042,140.1,201,2013-10-31,2013-11-04.4
FS-2013-043,88.8,785,2013-10-30,2013-11-07.7
FS-2013-043,76.0,1629,2013-10-31,2013-11-08.6
FS-2013-043,87.4,1030,2013-10-31,2013-11-08.3
FS-2013-043,70.7,1755,2013-11-01,2013-11-09.0
FS-2013-043,72.1,1715,2013-11-01,2013-11-09.4
FS-2013-043,52.3,3029,2013-11-02,2013-11-10.3
FS-2013-043,56.5,2681,2013-11-02,2013-11-10.5
FS-2013-043,49.4,3038,2013-11-03,2013-11-11.0
FS-2013-043,46.8,3177,2013-11-03,2013-11-10.7
FS-2013-043,42.8,2967,2013-11-04,2013-11-11.0
FS-2013-043,45.3,3050,2013-11-04,2013-11-11.4
FS-2013-043,40.2,2658,2013-11-05,2013-11-11.7
FS-2013-043,37.5,2676,2013-11-05,2013-11-11.4
FS-2013-043,38.4,2779,2013-11-06,2013-11-11.4
FS-2013-043,37.8,2627,2013-11-06,2013-11-11.9
FS-2013-043,39.7,2701,2013-11-07,2013-11-11.3
FS-2013-043,39.4,2588,2013-11-07,2013-11-11.8
FS-2013-043,36.0,2275,2013-11-08,2013-11-11.6
FS-2013-043,37.8,2277,2013-11-08,2013-11-11.9
FS-2013-043,34.6,1838,2013-11-09,2013-11-12.2
FS-2013-043,35.6,2013,2013-11-09,2013-11-11.6
FS-2013-043,33.0,1646,2013-11-10,2013-11-12.3
FS-2013-043,33.1,1547,2013-11-10,2013-11-11.8
FS-2013-043,33.3,1348,2013-11-11,2013-11-12.3
FS-2013-043,33.7,1352,2013-11-11,2013-11-11.8
FS-2013-043,32.2,1066,2013-11-12,2013-11-12.4
FS-2013-043,28.4,416,2013-11-12,2013-11-12.2
FS-2013-043,24.0,11,2013-11-13,2013-11-13.1
FS-2013-044,34.4,772,2013-11-01,2013-11-11.6
FS-2013-044,41.5,8,2013-11-02,2013-11-11.1
FS-2013-044,36.8,73,2013-11-02,2013-11-11.9
FS-2013-045,9.3,510,2013-11-05,2013-11-14.2
FS-2013-045,7.2,608,2013-11-05,2013-11-13.8
FS-2013-045,2.7,827,2013-11-06,2013-11-14.2
FS-2013-045,4.1,755,2013-11-06,2013-11-14.6
FS-2013-045,1.4,1102,2013-11-07,2013-11-14.3
FS-2013-045,1.0,798,2013-11-07,2013-11-14.8
FS-2013-045,1.3,1163,2013-11-08,2013-11-14.3
FS-2013-045,1.3,1051,2013-11-08,2013-11-14.8
FS-2013-045,0.9,1027,2013-11-09,2013-11-14.8
FS-2013-045,1.0,1158,2013-11-09,2013-11-14.3
FS-2013-045,1.1,1098,2013-11-10,2013-11-14.8
FS-2013-045,0.7,1076,2013-11-10,2013-11-14.4
FS-2013-045,2.3,986,2013-11-11,2013-11-14.8
FS-2013-045,1.9,912,2013-11-11,2013-11-14.3
FS-2013-045,3.1,795,2013-11-12,2013-11-14.7
FS-2013-045,2.6,760,2013-11-12,2013-11-14.2
FS-2013-045,4.1,609,2013-11-13,2013-11-14.6
FS-2013-045,4.1,506,2013-11-13,2013-11-14.1
FS-2013-045,4.0,318,2013-11-14,2013-11-14.6
FS-2013-045,1.9,130,2013-11-14,2013-11-14.3
FS-2013-046,62.9,444,2013-11-06,2013-11-09.7
FS-2013-046,63.0,506,2013-11-06,2013-11-10.2
FS-2013-046,63.1,442,2013-11-07,2013-11-09.7
FS-2013-046,63.2,503,2013-11-07,2013-11-10.2
FS-2013-046,63.0,592,2013-11-08,2013-11-09.7
FS-2013-046,63.5,566,2013-11-08,2013-11-10.2
FS-2013-046,63.8,694,2013-11-09,2013-11-10.1
FS-2013-046,63.3,697,2013-11-09,2013-11-09.7
FS-2013-046,61.6,511,2013-11-10,2013-11-10.3
FS-2013-046,57.4,131,2013-11-10,2013-11-10.1
FS-2013-047,264.0,443,2013-11-12,2013-11-22.2
FS-2013-047,264.2,352,2013-11-12,2013-11-21.6
FS-2013-047,263.6,680,2013-11-13,2013-11-22.2
FS-2013-047,262.4,637,2013-11-13,2013-11-21.8
FS-2013-047,262.7,739,2013-11-14,2013-11-22.3
FS-2013-047,262.7,679,2013-11-14,2013-11-21.8
FS-2013-047,262.8,639,2013-11-15,2013-11-21.8
FS-2013-047,262.8,761,2013-11-15,2013-11-22.3
FS-2013-047,262.1,563,2013-11-16,2013-11-21.8
FS-2013-047,262.4,660,2013-11-16,2013-11-22.3
FS-2013-047,261.7,578,2013-11-17,2013-11-21.9
FS-2013-047,261.6,508,2013-11-17,2013-11-22.4
FS-2013-047,261.8,563,2013-11-18,2013-11-22.4
FS-2013-047,261.8,509,2013-11-18,2013-11-21.9
FS-2013-047,262.6,386,2013-11-19,2013-11-21.8
FS-2013-047,262.3,459,2013-11-19,2013-11-22.3
FS-2013-047,263.3,440,2013-11-20,2013-11-22.3
FS-2013-047,263.9,479,2013-11-20,2013-11-21.7
FS-2013-047,264.1,842,2013-11-21,2013-11-21.7
FS-2013-047,264.8,749,2013-11-21,2013-11-22.2
FS-2013-047,256.5,232,2013-11-22,2013-11-22.3
FS-2013-047,260.4,563,2013-11-22,2013-11-22.5
FS-2013-047,252.5,30,2013-11-23,2013-11-23.1
FS-2013-048,171.4,961,2013-11-19,2013-11-28.6
FS-2013-048,172.4,659,2013-11-19,2013-11-29.0
FS-2013-048,171.8,1051,2013-11-20,2013-11-29.1
FS-2013-048,170.8,1295,2013-11-20,2013-11-28.7
FS-2013-048,171.0,1293,2013-11-21,2013-11-28.7
FS-2013-048,171.1,1184,2013-11-21,2013-11-29.2
FS-2013-048,171.9,1250,2013-11-22,2013-11-28.6
FS-2013-048,172.1,1230,2013-11-22,2013-11-29.1
FS-2013-048,172.1,850,2013-11-23,2013-11-28.6
FS-2013-048,172.6,935,2013-11-23,2013-11-29.1
FS-2013-048,172.6,561,2013-11-24,2013-11-28.6
FS-2013-048,173.4,616,2013-11-24,2013-11-29.0
FS-2013-048,173.5,394,2013-11-25,2013-11-28.5
FS-2013-048,173.9,480,2013-11-25,2013-11-29.0
FS-2013-048,173.9,302,2013-11-26,2013-11-28.5
FS-2013-048,174.4,374,2013-11-26,2013-11-29.0
FS-2013-048,174.8,398,2013-11-27,2013-11-28.5
FS-2013-048,175.2,419,2013-11-27,2013-11-28.9
FS-2013-048,172.6,471,2013-11-28,2013-11-28.6
FS-2013-048,175.1,612,2013-11-28,2013-11-28.9
FS-2013-048,169.8,297,2013-11-29,2013-11-29.3
FS-2013-048,166.3,54,2013-11-29,2013-11-29.1
FS-2013-049,101.8,584,2013-11-23,2013-12-03.9
FS-2013-049,102.3,1104,2013-11-24,2013-12-03.9
FS-2013-049,103.0,809,2013-11-24,2013-12-04.3
FS-2013-049,101.8,1350,2013-11-25,2013-12-03.9
FS-2013-049,102.4,1126,2013-11-25,2013-12-04.4
FS-2013-049,101.4,1430,2013-11-26,2013-12-04.0
FS-2013-049,101.5,1301,2013-11-26,2013-12-04.5
FS-2013-049,101.6,1276,2013-11-27,2013-12-04.0
FS-2013-049,101.7,1235,2013-11-27,2013-12-04.5
FS-2013-049,101.5,985,2013-11-28,2013-12-04.0
FS-2013-049,101.7,986,2013-11-28,2013-12-04.5
FS-2013-049,101.0,906,2013-11-29,2013-12-04.5
FS-2013-049,100.9,942,2013-11-29,2013-12-04.0
FS-2013-049,101.8,1122,2013-11-30,2013-12-04.0
FS-2013-049,102.0,1236,2013-11-30,2013-12-04.5
FS-2013-049,102.8,1195,2013-12-01,2013-12-03.9
FS-2013-049,102.7,1330,2013-12-01,2013-12-04.4
FS-2013-049,103.2,1405,2013-12-02,2013-12-04.4
FS-2013-049,103.0,1186,2013-12-02,2013-12-03.9
FS-2013-049,103.4,1333,2013-12-03,2013-12-04.4
FS-2013-049,103.8,1113,2013-12-03,2013-12-03.8
FS-2013-049,99.0,310,2013-12-04,2013-12-04.2
FS-2013-049,101.8,903,2013-12-04,2013-12-04.5
FS-2013-050,136.8,427,2013-11-25,2013-12-01.5
FS-2013-050,137.6,419,2013-11-26,2013-12-01.4
FS-2013-050,137.0,357,2013-11-26,2013-12-01.9
FS-2013-050,138.7,297,2013-11-27,2013-12-01.3
FS-2013-050,139.3,293,2013-11-27,2013-12-01.7
FS-2013-050,139.5,345,2013-11-28,2013-12-01.2
FS-2013-050,139.4,324,2013-11-28,2013-12-01.7
FS-2013-050,138.4,380,2013-11-29,2013-12-01.8
FS-2013-050,138.0,384,2013-11-29,2013-12-01.3
FS-2013-050,138.6,340,2013-11-30,2013-12-01.3
FS-2013-050,137.2,345,2013-11-30,2013-12-01.9
FS-2013-050,135.9,345,2013-12-01,2013-12-01.4
FS-2013-050,136.9,398,2013-12-01,2013-12-01.9
FS-2013-050,132.3,250,2013-12-02,2013-12-02.2
FS-2013-050,128.0,5,2013-12-02,2013-12-02.0
FS-2013-051,67.8,752,2013-11-28,2013-12-06.6
FS-2013-051,70.7,562,2013-11-28,2013-12-06.9
FS-2013-051,66.0,842,2013-11-29,2013-12-07.3
FS-2013-051,65.7,710,2013-11-29,2013-12-06.7
FS-2013-051,65.9,571,2013-11-30,2013-12-06.8
FS-2013-051,65.9,723,2013-11-30,2013-12-07.3
FS-2013-051,61.2,544,2013-12-01,2013-12-07.1
FS-2013-051,65.1,579,2013-12-01,2013-12-07.3
FS-2013-051,59.9,436,2013-12-02,2013-12-07.7
FS-2013-051,59.1,534,2013-12-02,2013-12-07.3
FS-2013-051,59.9,416,2013-12-03,2013-12-07.7
FS-2013-051,59.1,371,2013-12-03,2013-12-07.3
FS-2013-051,59.1,122,2013-12-04,2013-12-07.3
FS-2013-051,60.4,181,2013-12-04,2013-12-07.7
FS-2013-051,62.5,6,2013-12-05,2013-12-07.0
FS-2013-051,62.5,7,2013-12-05,2013-12-07.5
FS-2013-052,39.3,696,2013-11-28,2013-12-08.6
FS-2013-052,39.4,1070,2013-11-29,2013-12-09.1
FS-2013-052,39.0,1327,2013-11-29,2013-12-08.6
FS-2013-052,38.8,1730,2013-11-30,2013-12-08.7
FS-2013-052,39.6,1592,2013-11-30,2013-12-09.1
FS-2013-052,39.0,1543,2013-12-01,2013-12-08.7
FS-2013-052,39.3,1708,2013-12-01,2013-12-09.1
FS-2013-052,39.3,1646,2013-12-02,2013-12-09.1
FS-2013-052,39.1,1380,2013-12-02,2013-12-08.7
FS-2013-052,39.6,1512,2013-12-03,2013-12-09.1
FS-2013-052,39.0,1458,2013-12-03,2013-12-08.7
FS-2013-052,38.6,1252,2013-12-04,2013-12-08.7
FS-2013-052,39.4,1345,2013-12-04,2013-12-09.2
FS-2013-052,38.2,1386,2013-12-05,2013-12-08.8
FS-2013-052,38.6,1289,2013-12-05,2013-12-09.2
FS-2013-052,38.7,1513,2013-12-06,2013-12-09.2
FS-2013-052,39.2,1720,2013-12-06,2013-12-08.7
FS-2013-052,39.1,1667,2013-12-07,2013-12-09.2
FS-2013-052,39.4,1824,2013-12-07,2013-12-08.7
FS-2013-052,39.1,1813,2013-12-08,2013-12-09.2
FS-2013-052,39.5,1713,2013-12-08,2013-12-08.7
FS-2013-052,36.4,1045,2013-12-09,2013-12-09.5
FS-2013-052,33.0,337,2013-12-09,2013-12-09.2
FS-2013-053,271.7,470,2013-12-08,2013-12-18.8
FS-2013-053,269.8,726,2013-12-08,2013-12-18.5
FS-2013-053,270.4,983,2013-12-09,2013-12-18.9
FS-2013-053,269.9,1227,2013-12-09,2013-12-18.5
FS-2013-053,270.1,1341,2013-12-10,2013-12-19.0
FS-2013-053,269.6,1527,2013-12-10,2013-12-18.5
FS-2013-053,270.0,1720,2013-12-11,2013-12-18.5
FS-2013-053,270.3,1579,2013-12-11,2013-12-19.0
FS-2013-053,269.9,1863,2013-12-12,2013-12-18.5
FS-2013-053,270.3,1637,2013-12-12,2013-12-19.0
FS-2013-053,270.0,1843,2013-12-13,2013-12-18.5
FS-2013-053,269.7,1755,2013-12-13,2013-12-19.0
FS-2013-053,270.5,1798,2013-12-14,2013-12-18.5
FS-2013-053,270.3,1677,2013-12-14,2013-12-19.0
FS-2013-053,271.0,2077,2013-12-15,2013-12-18.4
FS-2013-053,271.4,1932,2013-12-15,2013-12-18.9
FS-2013-053,271.5,1876,2013-12-16,2013-12-18.9
FS-2013-053,270.9,1910,2013-12-16,2013-12-18.4
FS-2013-053,273.3,1915,2013-12-17,2013-12-18.3
FS-2013-053,272.8,1908,2013-12-17,2013-12-18.8
FS-2013-053,272.8,1613,2013-12-18,2013-12-18.8
FS-2013-053,268.8,1153,2013-12-18,2013-12-18.6
FS-2013-053,266.0,614,2013-12-19,2013-12-19.3
FS-2013-053,261.9,134,2013-12-19,2013-12-19.1
FS-2013-054,252.3,609,2013-12-11,2013-12-20.0
FS-2013-054,252.6,517,2013-12-12,2013-12-19.9
FS-2013-054,252.5,417,2013-12-12,2013-12-20.5
FS-2013-054,253.4,197,2013-12-13,2013-12-19.9
FS-2013-054,253.3,146,2013-12-13,2013-12-20.4
FS-2013-055,200.9,414,2013-12-14,2013-12-23.8
FS-2013-055,198.0,640,2013-12-15,2013-12-24.0
FS-2013-055,203.2,388,2013-12-15,2013-12-24.1
FS-2013-055,198.4,419,2013-12-16,2013-12-24.4
FS-2013-055,200.6,326,2013-12-16,2013-12-23.8
FS-2013-055,204.3,129,2013-12-17,2013-12-23.5
FS-2013-055,204.3,152,2013-12-17,2013-12-24.0
FS-2013-055,204.7,88,2013-12-18,2013-12-24.0
FS-2013-055,204.8,10,2013-12-18,2013-12-23.5
FS-2013-055,204.8,10,2013-12-19,2013-12-24.0
FS-2013-056,169.5,401,2013-12-15,2013-12-26.0
FS-2013-056,171.2,552,2013-12-16,2013-12-26.4
FS-2013-056,174.1,1025,2013-12-16,2013-12-25.7
FS-2013-056,172.8,1438,2013-12-17,2013-12-25.8
FS-2013-056,174.1,1079,2013-12-17,2013-12-26.2
FS-2013-056,171.1,1470,2013-12-18,2013-12-26.4
FS-2013-056,170.2,1670,2013-12-18,2013-12-26.0
FS-2013-056,169.8,1540,2013-12-19,2013-12-26.6
FS-2013-056,170.1,1530,2013-12-19,2013-12-26.0
FS-2013-056,170.0,1477,2013-12-20,2013-12-26.1
FS-2013-056,169.3,1330,2013-12-20,2013-12-26.6
FS-2013-056,170.8,1421,2013-12-21,2013-12-26.5
FS-2013-056,172.1,1429,2013-12-21,2013-12-25.9
FS-2013-056,170.8,1403,2013-12-22,2013-12-26.5
FS-2013-056,171.4,1368,2013-12-22,2013-12-26.0
FS-2013-056,173.5,822,2013-12-23,2013-12-25.8
FS-2013-056,171.3,1078,2013-12-23,2013-12-26.5
FS-2013-056,174.4,629,2013-12-24,2013-12-25.8
FS-2013-056,173.4,639,2013-12-24,2013-12-26.3
FS-2013-056,173.7,572,2013-12-25,2013-12-25.8
FS-2013-056,173.5,598,2013-12-25,2013-12-26.3
FS-2013-056,167.9,182,2013-12-26,2013-12-26.3
FS-2013-056,171.6,461,2013-12-26,2013-12-26.5
FS-2013-056,164.0,7,2013-12-27,2013-12-27.0
FS-2013-057,220.1,409,2013-12-22,2013-12-22.8
FS-2013-057,218.6,291,2013-12-22,2013-12-22.4
FS-2013-057,214.9,109,2013-12-23,2013-12-23.2
FS-2013-058,81.7,754,2013-12-24,2014-01-01.7
FS-2013-058,82.1,605,2013-12-24,2014-01-02.2
FS-2013-058,83.4,1052,2013-12-25,2014-01-01.6
FS-2013-058,82.5,904,2013-12-25,2014-01-02.2
FS-2013-058,85.3,1273,2013-12-26,2014-01-01.5
FS-2013-058,83.9,1126,2013-12-26,2014-01-02.1
FS-2013-058,86.2,1294,2013-12-27,2014-01-01.9
FS-2013-058,87.8,1477,2013-12-27,2014-01-01.3
FS-2013-058,93.0,2362,2013-12-28,2013-12-31.9
FS-2013-058,90.0,1730,2013-12-28,2014-01-01.6
FS-2013-058,93.1,2269,2013-12-29,2014-01-01.4
FS-2013-058,92.9,2654,2013-12-29,2013-12-31.9
FS-2013-058,92.5,2438,2013-12-30,2014-01-01.5
FS-2013-058,95.3,3095,2013-12-30,2013-12-31.8
FS-2013-058,92.1,2577,2013-12-31,2014-01-01.0
FS-2013-058,94.0,2594,2013-12-31,2014-01-01.4
FS-2013-059,13.1,487,2013-12-28,2014-01-07.0
FS-2013-059,12.7,556,2013-12-29,2014-01-07.5
FS-2013-059,12.4,831,2013-12-29,2014-01-07.0
FS-2013-059,12.0,712,2013-12-30,2014-01-07.5
FS-2013-059,11.9,849,2013-12-30,2014-01-07.0
FS-2013-059,11.7,1040,2013-12-31,2014-01-07.1
FS-2013-059,11.5,746,2013-12-31,2014-01-07.6
