ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11399,224.0,30.0,Cao,3.0,4.0,Beta,-24.0,-69.0
I,11401,215.0,40.0,Hsx,2.0,2.0,Alpha,15.0,-73.0
I,11402,212.0,100.0,Hsx,3.0,3.0,Alpha,26.0,-75.0
