ID,Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude
I,11638,308.0,80.0,Hsx,1.0,1,Alpha,13.0,74.0
I,11640,322.0,300.0,Eho,12.0,5,Beta,28.0,87.0
I,11641,280.0,10.0,Hrx,1.0,1,Alpha,2.0,48.0
I,11642,251.0,120.0,Hsx,2.0,1,Alpha,-25.0,16.0
I,11644,240.0,60.0,Hsx,1.0,1,Alpha,15.0,6.0
I,11645,293.0,10.0,Bxo,3.0,2,Beta,-14.0,58.0
I,11646,230.0,60.0,Hsx,1.0,1,Alpha,13.0,-4.0
I,11648,224.0,10.0,Axx,1.0,1,Alpha,5.0,-10.0
I,11649,202.0,140.0,Hsx,2.0,1,Alpha,-16.0,-32.0
I,11650,193.0,250.0,Eho,13.0,22,Beta,-30.0,-42.0
I,11652,184.0,320.0,Fkc,17.0,34,Beta-Gamma,17.0,-50.0
I,11653,185.0,30.0,Cro,7.0,6,Beta,7.0,-49.0
IA,11639,315.0,,,,,,-16.0,80.0
IA,11643,260.0,,,,,,-14.0,25.0
IA,11651,226.0,,,,,,20.0,-9.0
